date_ist,minute_bucket_ist,run_id,symbol,expiry_used,signal,strike,moneyness,setup,confidence,reason,stop_underlying,target_underlying,stop_premium_pct,target_premium_pct
2026-08-05 00:00:00,2026-08-05 09:27:00,13,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,,,,
2026-08-05 00:00:00,2026-08-05 09:34:00,20,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | VOL_EXP,,,,
2026-08-05 00:00:00,2026-08-05 09:35:00,21,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24550,ITM1,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | PUT_MOM,,,,
2026-08-05 00:00:00,2026-08-05 09:36:00,22,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24550,ITM1,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 09:38:00,24,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 09:40:00,26,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 09:41:00,27,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 09:43:00,29,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24650,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | PUT_MOM,,,,
2026-08-05 00:00:00,2026-08-05 09:52:00,38,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,PUT_MOM",,,,
2026-08-05 00:00:00,2026-08-05 09:53:00,39,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,,,,
2026-08-05 00:00:00,2026-08-05 09:54:00,40,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,,,,
2026-08-05 00:00:00,2026-08-05 09:55:00,41,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,PUT_MOM",,,,
2026-08-05 00:00:00,2026-08-05 09:56:00,42,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,WALL_UNWIND_DOWN",,,,
2026-08-05 00:00:00,2026-08-05 09:57:00,43,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-08-05 00:00:00,2026-08-05 09:58:00,44,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | CALL_MOM,WALL_UNWIND_DOWN",,,,
2026-08-05 00:00:00,2026-08-05 09:59:00,45,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-08-05 00:00:00,2026-08-05 10:04:00,50,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-08-05 00:00:00,2026-08-05 10:05:00,51,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-08-05 00:00:00,2026-08-05 10:11:00,57,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 10:12:00,58,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | CALL_MOM,,,,
2026-08-05 00:00:00,2026-08-05 10:13:00,59,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 10:14:00,60,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,66,"Breakout UP setup (waiting for flow/momentum/unwind) | CALL_MOM,COMMITTED,PIN",,,,
2026-08-05 00:00:00,2026-08-05 10:15:00,61,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_UP,,,,
2026-08-05 00:00:00,2026-08-05 10:16:00,62,NIFTY,2026-08-11 00:00:00,SETUP_CALL,24600,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | PUT_MOM,WALL_UNWIND_UP",,,,
2026-08-05 00:00:00,2026-08-05 10:28:00,74,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,PUT_MOM,WALL_UNWIND_DOWN",,,,
2026-08-05 00:00:00,2026-08-05 10:29:00,75,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,WALL_UNWIND_DOWN",,,,
2026-08-05 00:00:00,2026-08-05 10:30:00,76,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24650,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,WALL_UNWIND_DOWN",,,,
2026-08-05 00:00:00,2026-08-05 10:31:00,77,NIFTY,2026-08-11 00:00:00,ENTRY_PUT,24600,ITM1,BREAKOUT_DOWN,70,"Breakout DOWN held + bearish flow + PUT momentum | VOL_EXP,PUT_MOM,COMMITTED,WALL_SHIFT",24676.225000000002,24409.375,-30,40
2026-08-05 00:00:00,2026-08-05 10:32:00,78,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ITM1,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,VOL_EXP,PUT_MOM",,,,
2026-08-05 00:00:00,2026-08-05 10:34:00,80,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,WALL_UNWIND_DOWN",,,,
2026-08-05 00:00:00,2026-08-05 10:35:00,81,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-08-05 00:00:00,2026-08-05 10:36:00,82,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,,,,
2026-08-05 00:00:00,2026-08-05 10:37:00,83,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 10:38:00,84,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-08-05 00:00:00,2026-08-05 10:39:00,85,NIFTY,2026-08-11 00:00:00,SETUP_PUT,24600,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
