date_ist,minute_bucket_ist,run_id,symbol,expiry_used,strike,call_oi,call_coi,put_oi,put_coi,row_status,call_vol,call_iv,call_ltp,call_chg,call_buy_qty,call_sell_qty,put_vol,put_iv,put_ltp,put_chg,put_buy_qty,put_sell_qty
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,23750,1634,0,22097,0,OK,5395,0,0,0,0,0,92537,16.08,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,23800,13498,0,50699,0,OK,53385,0,0,0,0,0,268425,16.18,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,23850,2561,0,13831,0,OK,18501,0,0,0,0,0,88914,16.57,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,23900,21795,0,39486,0,OK,127320,0,0,0,0,0,336301,16.65,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,23950,12483,0,20137,0,OK,119670,0,0,0,0,0,177751,16.96,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24000,106573,0,90951,0,OK,617533,0,0,0,0,0,618725,17.38,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24050,20644,0,14496,0,OK,177936,0,0,0,0,0,154117,17.95,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24100,62180,0,21365,0,OK,316919,3.02,0,0,0,0,154096,17.98,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24150,13450,0,2970,0,OK,92112,5.12,0,0,0,0,24096,19.12,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24200,63912,0,14828,0,OK,265560,5.99,0,0,0,0,57021,19.08,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24250,14399,0,1097,0,OK,74063,6.48,0,0,0,0,5682,19.63,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24300,58932,0,7355,0,OK,224308,7.03,0,0,0,0,18399,20.59,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24350,14415,0,585,0,OK,96813,7.43,0,0,0,0,2014,21.54,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24400,57417,0,3567,0,OK,187801,7.79,0,0,0,0,5366,21.96,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24450,14536,0,317,0,OK,75913,8.07,0,0,0,0,812,23.3,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24500,77985,0,10767,0,OK,258237,8.19,0,0,0,0,11419,23.82,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:15:00,1,NIFTY,2026-08-04 00:00:00,24550,14319,0,156,0,OK,50776,8.36,0,0,0,0,135,25.55,0,0,0,0
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,23750,1634,0,22097,0,OK,160,0,451.75,117.05,119925,31265,10401,16.08,23.6,-26.25,2263170,89700
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,23800,13498,0,50699,0,OK,2720,0,410.7,114.85,161590,50830,16394,16.18,29.3,-32,2449395,169065
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,23850,2561,0,13831,0,OK,805,0,368.75,108.2,150540,36725,7308,16.57,36.05,-37.55,2457650,86645
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,23900,21795,0,39486,0,OK,4427,0,327.6,102.3,169065,83330,13470,16.65,44.55,-46.1,2626000,168610
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,23950,12483,0,20137,0,OK,6029,0,286.25,94.4,185445,77480,8734,16.96,55.3,-55.2,2467920,128180
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24000,106573,0,90951,0,OK,35080,0,250,85.45,394225,312195,31188,17.38,67.8,-62.65,3159065,280150
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24050,20644,0,14496,0,OK,11250,0,215.55,75.8,211900,109135,11855,17.95,82.65,-72.85,2512055,83655
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24100,62180,0,21365,0,OK,37942,3.02,184.05,67.35,2858310,218530,20086,17.98,100.15,-80.7,2541240,92300
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24150,13450,0,2970,0,OK,23090,5.12,153.85,58.55,2748720,149370,18116,19.12,121.2,-88.2,2537470,80730
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24200,74485,10573,14828,0,OK,56443,5.99,127.25,49.85,3164980,411515,33839,19.08,144.15,-100.2,2727140,110500
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24250,14399,0,1097,0,OK,15770,6.48,104.4,42.65,2364375,118170,4646,19.63,169.95,-103.4,2493400,49465
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24300,58932,0,7355,0,OK,29734,7.03,82.8,34.15,2846545,266955,8691,20.59,200.2,-110.65,772720,60645
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24350,14415,0,585,0,OK,12201,7.43,65.45,27.8,2743715,94705,1075,21.54,232.4,-115.2,57135,32955
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24400,57417,0,3567,0,OK,22755,7.79,51.1,21.7,2749825,199160,1728,21.96,268.65,-124.8,180245,41405
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24450,14536,0,317,0,OK,7387,8.07,39.65,17.2,2555280,74490,501,23.3,306.75,-120.4,37505,35880
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24500,77985,0,10767,0,OK,32831,8.19,29.6,12.6,3091725,262210,3564,23.82,347.25,-131.65,182780,41340
2026-07-29 00:00:00,2026-07-29 09:16:00,2,NIFTY,2026-08-04 00:00:00,24550,14319,0,173,17,OK,7323,8.36,22.2,9.3,2246010,98735,75,25.55,387.55,-133.3,17225,21320
2026-07-29 00:00:00,2026-07-29 09:17:00,3,NIFTY,2026-08-04 00:00:00,23800,13208,846,52104,22903,OK,3294,0,420,124.15,162760,49465,26112,16.18,27.35,-33.95,2442310,229970
2026-07-29 00:00:00,2026-07-29 09:17:00,3,NIFTY,2026-08-04 00:00:00,23850,2458,224,16406,8749,OK,1204,0,377.6,117.05,152555,35295,11615,16.57,33.85,-39.75,2456350,128570
