date_ist,minute_bucket_ist,run_id,symbol,nse_status,spot,Δspot,call_oi_sum,Δcall_oi,put_oi_sum,Δput_oi,call_coi_sum,Δcall_coi,put_coi_sum,Δput_coi,net_diff,expected_move,churn,commitment,tv_ratio,tv_ratio_z,top_call_write_strike,top_call_write_score,top_put_write_strike,top_put_write_score,top_call_unwind_strike,top_call_unwind_score,top_put_unwind_strike,top_put_unwind_score,bucket_epoch_ms,expiry_used,atm_strike,overlap_strikes,d_call_oi_aligned,d_put_oi_aligned,call_oi_prev_aligned,put_oi_prev_aligned,call_oi_pct_aligned,put_oi_pct_aligned,d_net_oi_1m,total_vol_cum,d_total_vol_1m,d_total_vol_5m,atm_call_ltp,atm_put_ltp,d_atm_call_ltp_1m,d_atm_put_ltp_1m,d_atm_call_vol_1m,d_atm_put_vol_1m,call_wall_above,put_wall_below,call_wall_above_oi,put_wall_below_oi,d_call_wall_oi_5m,d_put_wall_oi_5m,call_wall_oi_pct_5m,put_wall_oi_pct_5m,d_expected_move_1m,d_expected_move_5m,expected_move_z
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,OK,23936.2,0,1361220,0,838684,0,0,0,0,0,0,185.65,0,0,0.35440739252711856,0,0,0,0,0,0,0,0,0,1785123949855,2026-07-28 00:00:00,23950,0,0,0,0,0,0,0,0,3647,0,0,87.5,98.15,0,0,0,0,24000,23700,207372,127850,0,0,0,0,0,0,0
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,OK,23939.65,3.4500000000007276,1483255,122035,934771,96087,122035,122035,96087,96087,-25948,166.7,0.825415028622521,0.10928640320661365,0.21252816088795987,0,24250,20086.5,23950,2964810.4,23700,603630.2,0,0,1785124009799,2026-07-28 00:00:00,23950,17,122035,96087,1361220,838684,0.08965119525131866,0.11456877679793581,218122,1999522,1995875,1995875,85.8,80.9,-1.7000000000000028,-17.25,134201,87480,24000,23700,233330,134988,0,0,0,0,-18.950000000000017,0,0
2026-07-27 00:00:00,2026-07-27 09:17:00,3,NIFTY,OK,23939.65,0,1483255,0,934771,0,122035,0,96087,0,0,166.7,0.825415028622521,0.10928640320661365,0.21252816088795987,0,24250,20086.5,23950,2964810.4,23700,603630.2,0,0,1785124069514,2026-07-28 00:00:00,23950,17,0,0,1483255,934771,0,0,0,1999522,0,1995875,85.8,80.9,0,0,0,0,24000,23700,233330,134988,0,0,0,0,0,0,0
2026-07-27 00:00:00,2026-07-27 09:18:00,4,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785124130396,2026-07-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-27 00:00:00,2026-07-27 09:19:00,5,NIFTY,OK,23910.15,-29.5,1670449,214558,1234048,139087,333766,211731,237913,141826,-75471,169.45,1.2633061765944327,0.1558258606823321,0.2202651370020455,0,24250,76406.40000000001,23900,6215336.4,23700,974314,0,0,1785124190896,2026-07-28 00:00:00,23900,16,214558,139087,1441708,932956,0.14882209157471554,0.14908205746037326,353645,3809380,1673394,3669269,100.75,68.7,-14.5,8.900000000000006,102793,150005,24000,23500,278292,162005,0,0,0,0,2.75,0,0
2026-07-27 00:00:00,2026-07-27 09:20:00,6,NIFTY,OK,23928.85,18.69999999999709,1764336,63420,1095263,21391,403116,69350,256579,18666,-42029,163.4,1.5275813147227986,0.15030618528616593,0.2124491808000368,-0.534836005104084,24250,87153.7,23900,7569802.2,23700,1279973.6,0,0,1785124251635,2026-07-28 00:00:00,23950,16,63420,21391,1656266,1072043,0.038290950849682356,0.019953490671549556,84811,4409109,699001,4368270,82.45,80.95,8.150000000000006,-10.349999999999994,63428,37579,24000,23800,291188,148792,0,0,0,0,-6.049999999999983,0,-0.8866854465343992
2026-07-27 00:00:00,2026-07-27 09:21:00,7,NIFTY,OK,23928.85,0,1764336,0,1095263,0,403116,0,256579,0,0,163.4,1.5275813147227986,0.15030618528616593,0.2124491808000368,-0.4769981979263288,24250,87153.7,23900,7569802.2,23700,1279973.6,0,0,1785124310857,2026-07-28 00:00:00,23950,17,0,0,1764336,1095263,0,0,0,4409109,0,4368270,82.45,80.95,0,0,0,0,24000,23800,291188,148792,83816,0,0.4041818567598326,0,0,-22.25,-0.7610985603813188
2026-07-27 00:00:00,2026-07-27 09:22:00,8,NIFTY,OK,23937.45,8.600000000002183,1807879,43543,1116387,21124,446659,43543,277703,21124,-22419,162.7,0.9832002287069644,0.1749908439209374,0.21235036755724282,-0.4362719419101204,24250,85267.35,23900,8423185.3,23700,1562021.2,0,0,1785124369758,2026-07-28 00:00:00,23950,17,43543,21124,1764336,1095263,0.024679539498145477,0.019286691872180472,64667,4911853,502744,2875139,86.95,75.75,4.5,-5.200000000000003,53514,21084,24000,23800,295580,153433,62250,0,0.2667895255646509,0,-0.700000000000017,-4,-0.7513807168780566
2026-07-27 00:00:00,2026-07-27 09:23:00,9,NIFTY,OK,23937.45,0,1807879,0,1116387,0,446659,0,277703,0,0,162.7,0.9832002287069644,0.1749908439209374,0.21235036755724282,-0.4033253484829475,24250,85267.35,23900,8423185.3,23700,1562021.2,0,0,1785124429697,2026-07-28 00:00:00,23950,17,0,0,1807879,1116387,0,0,0,4911853,0,2875139,86.95,75.75,0,0,0,0,24000,23800,295580,153433,62250,0,0.2667895255646509,0,0,-4,-0.67929154347843
2026-07-27 00:00:00,2026-07-27 09:24:00,10,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785124489722,2026-07-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
