date_ist,minute_bucket_ist,run_id,symbol,expiry_used,strike,call_oi,call_coi,put_oi,put_coi,row_status,call_vol,call_iv,call_ltp,call_chg,call_buy_qty,call_sell_qty,put_vol,put_iv,put_ltp,put_chg,put_buy_qty,put_sell_qty
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23550,3501,0,43324,0,OK,0,0,0,0,780,130,117,30.67,12.6,-22.6,34125,33150
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23600,16091,0,121750,0,OK,35,0,360.35,109.7,21840,7930,141,30.47,16.15,-28.85,25545,68640
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23650,17910,0,62179,0,OK,8,0,301.95,89.25,6500,9555,202,30.64,17.3,-40.05,32305,47970
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23700,61548,0,127850,0,OK,64,0,260.95,84.05,49530,13260,94,31.02,28.05,-44.1,2495285,98150
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23750,27188,0,59894,0,OK,6,0,196,50.5,21645,5785,5,31.61,40,-51.8,2795,20410
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23800,111423,0,124560,0,OK,95,0,181.9,64.05,99840,34255,69,32.39,46.05,-67.55,2574845,53365
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23850,55613,0,34522,0,OK,110,8.47,149.85,56.05,55705,35685,76,33.43,58.5,-80.55,22945,45565
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23900,90726,0,48841,0,OK,255,11.35,117.3,44.55,549250,46865,328,34.51,76.35,-91.05,42900,87165
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,23950,45670,0,20168,0,OK,97,12.99,87.5,31.3,35880,26520,18,35.9,98.15,-102.55,17485,28860
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24000,207372,0,72119,0,OK,1363,14.43,74,31.45,5110235,165620,74,37.87,127,-110.1,38545,51870
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24050,60922,0,10754,0,OK,29,15.66,51.55,19.25,1183715,23595,3,39.78,159,-117.5,1170,3835
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24100,157174,0,38537,0,OK,6,16.23,40,16.15,1475240,17160,0,41.96,0,0,975,3445
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24150,64389,0,5378,0,OK,8,17.15,26.6,8.65,21840,23075,1,45.05,240,-121,2925,2145
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24200,203857,0,42731,0,OK,147,18.18,17.2,3.3,2569645,147095,0,46.15,0,0,4745,2210
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24250,60689,0,6223,0,OK,44,18.75,12.05,1.5,61035,87685,1,50.23,300,-151.65,6175,6435
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24300,137715,0,18060,0,OK,155,19.74,8.8,0.55,2168595,44005,0,52.56,0,0,3250,3445
2026-07-27 00:00:00,2026-07-27 09:15:00,1,NIFTY,2026-07-28 00:00:00,24350,39432,0,1794,0,OK,96,20.51,6.1,-0.5,1485575,41210,0,56.03,0,0,20020,3575
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23550,3492,-9,44867,1543,OK,955,27.84,410.45,118.4,142350,27040,45572,21.78,7.95,-27.25,3257540,346385
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23600,15788,-303,128021,6271,OK,5187,23.81,364.7,114.05,89375,57785,105637,20.67,9.9,-35.1,3817060,744250
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23650,17624,-286,59978,-2201,OK,3766,22.82,315.8,103.1,91260,45695,72038,19.82,13.2,-44.15,3642210,379860
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23700,55214,-6334,134988,7138,OK,20902,21.03,272.2,95.3,502970,107185,115514,19.15,17.05,-55.1,3799445,652275
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23750,24583,-2605,61216,1322,OK,16102,21.19,226.25,80.75,197925,75400,68256,18.32,23.8,-68,3534115,353665
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23800,107362,-4061,126684,2124,OK,55993,20.02,186.4,68.55,640835,331695,119763,17.73,32,-81.6,3654690,437840
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23850,53383,-2230,46330,11808,OK,44141,18.8,148.65,54.85,479700,219570,61523,17.53,43.9,-95.15,3412760,178295
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23900,103972,13246,74342,25501,OK,125965,18.64,115.25,42.5,4087070,570570,112018,17.1,59.8,-107.6,3883815,342615
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,23950,80271,34601,44916,24748,OK,134298,18.37,85.8,29.6,4124185,428805,87498,16.85,80.9,-119.8,2458170,175825
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,24000,233330,25958,86259,14140,OK,187487,18.06,61.3,18.75,4699370,1142570,56459,16.3,108.05,-129.05,3622775,253825
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,24050,66169,5247,12926,2172,OK,76708,17.7,43.3,11,3487185,401050,10530,16.37,138.15,-138.35,88400,71500
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,24100,176801,19627,39871,1334,OK,97761,17.83,28.8,4.95,3943225,737425,10149,15.53,175.2,-140.9,108745,69615
2026-07-27 00:00:00,2026-07-27 09:16:00,2,NIFTY,2026-07-28 00:00:00,24150,70599,6210,5474,96,OK,63506,17.8,19.45,1.5,3440515,405990,2474,14.24,214.95,-146.05,151190,36725
