date_ist,minute_bucket_ist,run_id,symbol,expiry_requested,expiry_used,asof_utc,nse_status,fetch_ms,warnings,spot,atm_strike,step,call_oi_sum,put_oi_sum,call_coi_sum,put_coi_sum,pcr_coi,net_oi,net_coi,call_wall_strike,put_wall_strike
2026-07-22 00:00:00,2026-07-22 09:15:00,1,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:45:56Z,OK,325,,24156.9,24150,50,725389,654884,0,0,0,-70505,0,24200,24200
2026-07-22 00:00:00,2026-07-22 09:16:00,2,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:46:59Z,OK,923,,24079.55,24100,50,778750,745725,68053,25642,0.3767945571833718,-33025,-42411,24200,24200
2026-07-22 00:00:00,2026-07-22 09:17:00,3,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:47:52Z,OK,418,,24079.55,24100,50,778750,745725,68053,25642,0.3767945571833718,-33025,-42411,24200,24200
2026-07-22 00:00:00,2026-07-22 09:18:00,4,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:48:51Z,OK,531,,24082.15,24100,50,862615,771218,151918,51135,0.3365960583999263,-91397,-100783,24200,24200
2026-07-22 00:00:00,2026-07-22 09:19:00,5,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:49:52Z,OK,456,,24095.8,24100,50,897174,783439,186477,63356,0.3397523555183749,-113735,-123121,24200,24200
2026-07-22 00:00:00,2026-07-22 09:20:00,6,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:50:51Z,OK,110,,24095.8,24100,50,897174,783439,186477,63356,0.3397523555183749,-113735,-123121,24200,24200
2026-07-22 00:00:00,2026-07-22 09:21:00,7,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:51:55Z,OK,406,,24097.05,24100,50,933044,812459,222347,92376,0.41545871992876,-120585,-129971,24200,24200
2026-07-22 00:00:00,2026-07-22 09:22:00,8,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:52:55Z,OK,400,,24092.85,24100,50,933044,812459,222347,92376,0.41545871992876,-120585,-129971,24200,24200
2026-07-22 00:00:00,2026-07-22 09:23:00,9,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:53:51Z,OK,60,,24091.95,24100,50,933044,812459,222347,92376,0.41545871992876,-120585,-129971,24200,24200
2026-07-22 00:00:00,2026-07-22 09:24:00,10,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:54:52Z,OK,497,,24093.65,24100,50,965972,855997,255275,135914,0.5324218979531877,-109975,-119361,24200,24200
2026-07-22 00:00:00,2026-07-22 09:25:00,11,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:55:53Z,OK,911,,24091.4,24100,50,965972,855997,255275,135914,0.5324218979531877,-109975,-119361,24200,24200
2026-07-22 00:00:00,2026-07-22 09:26:00,12,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:56:51Z,OK,31,,24091.4,24100,50,965972,855997,255275,135914,0.5324218979531877,-109975,-119361,24200,24200
2026-07-22 00:00:00,2026-07-22 09:27:00,13,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:57:52Z,OK,168,,24078.7,24100,50,990337,880867,279640,160784,0.5749678157631241,-109470,-118856,24200,24200
2026-07-22 00:00:00,2026-07-22 09:28:00,14,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:58:53Z,OK,760,,24063.15,24050,50,877009,849262,288134,166719,0.5786161994072202,-27747,-121415,24200,24200
2026-07-22 00:00:00,2026-07-22 09:29:00,15,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T03:59:55Z,OK,423,,24050,24050,50,894896,847226,306021,164683,0.5381428071929704,-47670,-141338,24200,24200
2026-07-22 00:00:00,2026-07-22 09:30:00,16,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T04:00:56Z,OK,970,,24053.15,24050,50,916885,841146,328010,158603,0.48353098990884424,-75739,-169407,24200,24200
2026-07-22 00:00:00,2026-07-22 09:31:00,17,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-22T04:01:51Z,OK,85,,24053.15,24050,50,916885,841146,328010,158603,0.48353098990884424,-75739,-169407,24200,24200
