date_ist,minute_bucket_ist,run_id,symbol,expiry_used,signal,strike,moneyness,setup,confidence,reason,stop_underlying,target_underlying,stop_premium_pct,target_premium_pct
2026-07-22 00:00:00,2026-07-22 09:28:00,14,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,,,,
2026-07-22 00:00:00,2026-07-22 09:29:00,15,NIFTY,2026-07-28 00:00:00,ENTRY_PUT,24100,ITM1,TREND_DOWN,66,"Trend DOWN + bearish flow + commitment + PUT momentum | PUT_MOM,COMMITTED,TAIL_LOW",24161.1775,23875.2925,-30,40
2026-07-22 00:00:00,2026-07-22 09:30:00,16,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24100,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,TAIL_LOW",,,,
2026-07-22 00:00:00,2026-07-22 09:31:00,17,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24100,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,TAIL_LOW",,,,
2026-07-22 00:00:00,2026-07-22 09:32:00,18,NIFTY,2026-07-28 00:00:00,ENTRY_PUT,24100,ITM1,BREAKOUT_DOWN,76,"Breakout DOWN held + bearish flow + PUT momentum | VOL_EXP,PUT_MOM,COMMITTED,TAIL_LOW,PIN",24142.3225,23854.907499999998,-30,40
2026-07-22 00:00:00,2026-07-22 09:33:00,19,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24100,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,VOL_EXP,TAIL_LOW",,,,
2026-07-22 00:00:00,2026-07-22 09:34:00,20,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24100,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,TAIL_LOW",,,,
2026-07-22 00:00:00,2026-07-22 09:37:00,23,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ITM1,PIN_BREAK,57,"Pin break DOWN setup | VOL_EXP,COMMITTED,TAIL_LOW,PIN",,,,
2026-07-22 00:00:00,2026-07-22 09:48:00,34,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,TAIL_LOW",,,,
2026-07-22 00:00:00,2026-07-22 09:49:00,35,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ITM1,BREAKOUT_DOWN,52,Breakout DOWN setup (waiting for flow/momentum/unwind) | TAIL_LOW,,,,
