timestamp_ist,date_ist,minute_bucket_ist,minuteBucketIst,run_id,status,nifty_status,fetch_ms_total,error_message,rows_snapshot_appended,rows_strikes_appended
2026-07-21 09:15:00,2026-07-21 00:00:00,2026-07-21 09:15:00,2026-07-21 09:15:00,1,OK,OK,240,,1,17
2026-07-21 09:16:00,2026-07-21 00:00:00,2026-07-21 09:16:00,2026-07-21 09:16:00,2,OK,OK,246,,1,17
2026-07-21 09:17:00,2026-07-21 00:00:00,2026-07-21 09:17:00,2026-07-21 09:17:00,3,OK,OK,429,,1,17
2026-07-21 09:18:00,2026-07-21 00:00:00,2026-07-21 09:18:00,2026-07-21 09:18:00,4,OK,OK,60,,1,17
2026-07-21 09:19:00,2026-07-21 00:00:00,2026-07-21 09:19:00,2026-07-21 09:19:00,5,OK,OK,46,,1,17
2026-07-21 09:20:00,2026-07-21 00:00:00,2026-07-21 09:20:00,2026-07-21 09:20:00,6,OK,OK,66,,1,17
2026-07-21 09:21:00,2026-07-21 00:00:00,2026-07-21 09:21:00,2026-07-21 09:21:00,7,OK,OK,689,,1,17
2026-07-21 09:22:00,2026-07-21 00:00:00,2026-07-21 09:22:00,2026-07-21 09:22:00,8,OK,OK,119,,1,17
2026-07-21 09:23:00,2026-07-21 00:00:00,2026-07-21 09:23:00,2026-07-21 09:23:00,9,OK,OK,61,,1,17
2026-07-21 09:24:00,2026-07-21 00:00:00,2026-07-21 09:24:00,2026-07-21 09:24:00,10,OK,OK,346,,1,17
2026-07-21 09:25:00,2026-07-21 00:00:00,2026-07-21 09:25:00,2026-07-21 09:25:00,11,OK,OK,336,,1,17
2026-07-21 09:26:00,2026-07-21 00:00:00,2026-07-21 09:26:00,2026-07-21 09:26:00,12,OK,OK,103,,1,17
2026-07-21 09:27:00,2026-07-21 00:00:00,2026-07-21 09:27:00,2026-07-21 09:27:00,13,OK,OK,533,,1,17
2026-07-21 09:28:00,2026-07-21 00:00:00,2026-07-21 09:28:00,2026-07-21 09:28:00,14,OK,OK,56,,1,17
2026-07-21 09:29:00,2026-07-21 00:00:00,2026-07-21 09:29:00,2026-07-21 09:29:00,15,OK,OK,135,,1,17
2026-07-21 09:30:00,2026-07-21 00:00:00,2026-07-21 09:30:00,2026-07-21 09:30:00,16,OK,OK,612,,1,17
2026-07-21 09:31:00,2026-07-21 00:00:00,2026-07-21 09:31:00,2026-07-21 09:31:00,17,OK,OK,1070,,1,17
2026-07-21 09:32:00,2026-07-21 00:00:00,2026-07-21 09:32:00,2026-07-21 09:32:00,18,OK,OK,415,,1,17
2026-07-21 09:33:00,2026-07-21 00:00:00,2026-07-21 09:33:00,2026-07-21 09:33:00,19,OK,OK,63,,1,17
2026-07-21 09:34:00,2026-07-21 00:00:00,2026-07-21 09:34:00,2026-07-21 09:34:00,20,OK,OK,1447,,1,17
2026-07-21 09:35:00,2026-07-21 00:00:00,2026-07-21 09:35:00,2026-07-21 09:35:00,21,OK,OK,292,,1,17
2026-07-21 09:36:00,2026-07-21 00:00:00,2026-07-21 09:36:00,2026-07-21 09:36:00,22,OK,OK,71,,1,17
2026-07-21 09:37:00,2026-07-21 00:00:00,2026-07-21 09:37:00,2026-07-21 09:37:00,23,OK,OK,246,,1,17
2026-07-21 09:38:00,2026-07-21 00:00:00,2026-07-21 09:38:00,2026-07-21 09:38:00,24,OK,OK,47,,1,17
2026-07-21 09:39:00,2026-07-21 00:00:00,2026-07-21 09:39:00,2026-07-21 09:39:00,25,OK,OK,1631,,1,17
2026-07-21 09:40:00,2026-07-21 00:00:00,2026-07-21 09:40:00,2026-07-21 09:40:00,26,OK,OK,420,,1,17
2026-07-21 09:41:00,2026-07-21 00:00:00,2026-07-21 09:41:00,2026-07-21 09:41:00,27,OK,OK,881,,1,17
2026-07-21 09:42:00,2026-07-21 00:00:00,2026-07-21 09:42:00,2026-07-21 09:42:00,28,OK,OK,114,,1,17
2026-07-21 09:43:00,2026-07-21 00:00:00,2026-07-21 09:43:00,2026-07-21 09:43:00,29,OK,OK,92,,1,17
2026-07-21 09:44:00,2026-07-21 00:00:00,2026-07-21 09:44:00,2026-07-21 09:44:00,30,OK,OK,420,,1,17
2026-07-21 09:45:00,2026-07-21 00:00:00,2026-07-21 09:45:00,2026-07-21 09:45:00,31,OK,OK,80,,1,17
2026-07-21 09:46:00,2026-07-21 00:00:00,2026-07-21 09:46:00,2026-07-21 09:46:00,32,OK,OK,69,,1,17
2026-07-21 09:47:00,2026-07-21 00:00:00,2026-07-21 09:47:00,2026-07-21 09:47:00,33,OK,OK,688,,1,17
2026-07-21 09:48:00,2026-07-21 00:00:00,2026-07-21 09:48:00,2026-07-21 09:48:00,34,OK,OK,487,,1,17
2026-07-21 09:49:00,2026-07-21 00:00:00,2026-07-21 09:49:00,2026-07-21 09:49:00,35,OK,OK,41,,1,17
2026-07-21 09:50:00,2026-07-21 00:00:00,2026-07-21 09:50:00,2026-07-21 09:50:00,36,OK,OK,618,,1,17
2026-07-21 09:51:00,2026-07-21 00:00:00,2026-07-21 09:51:00,2026-07-21 09:51:00,37,OK,OK,84,,1,17
2026-07-21 09:52:00,2026-07-21 00:00:00,2026-07-21 09:52:00,2026-07-21 09:52:00,38,OK,OK,460,,1,17
2026-07-21 09:53:00,2026-07-21 00:00:00,2026-07-21 09:53:00,2026-07-21 09:53:00,39,OK,OK,47,,1,17
2026-07-21 09:54:00,2026-07-21 00:00:00,2026-07-21 09:54:00,2026-07-21 09:54:00,40,OK,OK,101,,1,17
2026-07-21 09:55:00,2026-07-21 00:00:00,2026-07-21 09:55:00,2026-07-21 09:55:00,41,OK,OK,56,,1,17
2026-07-21 09:56:00,2026-07-21 00:00:00,2026-07-21 09:56:00,2026-07-21 09:56:00,42,OK,OK,45,,1,17
2026-07-21 09:57:00,2026-07-21 00:00:00,2026-07-21 09:57:00,2026-07-21 09:57:00,43,OK,OK,301,,1,17
2026-07-21 09:58:00,2026-07-21 00:00:00,2026-07-21 09:58:00,2026-07-21 09:58:00,44,OK,OK,216,,1,17
2026-07-21 09:59:00,2026-07-21 00:00:00,2026-07-21 09:59:00,2026-07-21 09:59:00,45,OK,OK,113,,1,17
2026-07-21 10:00:00,2026-07-21 00:00:00,2026-07-21 10:00:00,2026-07-21 10:00:00,46,OK,OK,381,,1,17
2026-07-21 10:01:00,2026-07-21 00:00:00,2026-07-21 10:01:00,2026-07-21 10:01:00,47,OK,OK,337,,1,17
