date_ist,minute_bucket_ist,run_id,symbol,nse_status,spot,Δspot,call_oi_sum,Δcall_oi,put_oi_sum,Δput_oi,call_coi_sum,Δcall_coi,put_coi_sum,Δput_coi,net_diff,expected_move,churn,commitment,tv_ratio,tv_ratio_z,top_call_write_strike,top_call_write_score,top_put_write_strike,top_put_write_score,top_call_unwind_strike,top_call_unwind_score,top_put_unwind_strike,top_put_unwind_score,bucket_epoch_ms,expiry_used,atm_strike,overlap_strikes,d_call_oi_aligned,d_put_oi_aligned,call_oi_prev_aligned,put_oi_prev_aligned,call_oi_pct_aligned,put_oi_pct_aligned,d_net_oi_1m,total_vol_cum,d_total_vol_1m,d_total_vol_5m,atm_call_ltp,atm_put_ltp,d_atm_call_ltp_1m,d_atm_put_ltp_1m,d_atm_call_vol_1m,d_atm_put_vol_1m,call_wall_above,put_wall_below,call_wall_above_oi,put_wall_below_oi,d_call_wall_oi_5m,d_put_wall_oi_5m,call_wall_oi_pct_5m,put_wall_oi_pct_5m,d_expected_move_1m,d_expected_move_5m,expected_move_z
2026-07-21 00:00:00,2026-07-21 09:15:00,1,NIFTY,OK,24220.65,0,1054321,0,1449746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784605549662,2026-07-21 00:00:00,24200,0,0,0,0,0,0,0,0,106393401,0,0,0,0,0,0,0,0,24500,24200,177518,206324,0,0,0,0,0,0,0
2026-07-21 00:00:00,2026-07-21 09:16:00,2,NIFTY,OK,24230.75,10.099999999998545,1365023,245181,1453289,155052,257593,257593,155051,155051,-90129,105.75,0,0,0.10121604528547636,0,24250,1521323.6500000001,24200,971047.75,0,0,24650,4.75,1784605610388,2026-07-21 00:00:00,24250,16,245181,155052,1050282,1297843,0.2334430181608368,0.119468995864677,400233,3153247,0,0,45.3,60.45,45.3,60.45,0,0,24500,24200,200784,264297,0,0,0,0,105.75,0,0
2026-07-21 00:00:00,2026-07-21 09:17:00,3,NIFTY,OK,24235.75,5,1581301,216278,1585777,132488,473871,216278,287539,132488,-83790,102.25,0.5830285834450557,0.4056323947452934,0.09230982088951496,0,24250,2709560.4,24200,1679520,0,0,0,0,1784605670215,2026-07-21 00:00:00,24250,17,216278,132488,1365023,1453289,0.15844275151407705,0.09116424881768183,348766,4999744,1846497,1846497,45.7,56.55,0.4000000000000057,-3.9000000000000057,151620,98748,24500,24200,212204,293799,0,0,0,0,-3.5,0,0
2026-07-21 00:00:00,2026-07-21 09:18:00,4,NIFTY,OK,24234.8,-0.9500000000007276,1581301,0,1585777,0,473871,0,287539,0,0,101.7,0.6488163537494183,0.3645026503125286,0.09108866046827625,0,24250,2973513.6,24200,1561428.7500000002,0,0,0,0,1784605729872,2026-07-21 00:00:00,24250,17,0,0,1581301,1585777,0,0,0,5208099,208355,2054852,43.25,58.45,-2.450000000000003,1.9000000000000057,22478,11070,24500,24200,212204,293799,0,0,0,0,-0.5499999999999972,0,0
2026-07-21 00:00:00,2026-07-21 09:19:00,5,NIFTY,OK,24257.65,22.850000000002183,1712710,131409,1698919,113142,605280,131409,400681,113142,-18267,99.80000000000001,1.073984597973578,0.2711626547439341,0.08985064836772758,0.39717892741569116,24250,2348333.25,24200,3104057.5,0,0,0,0,1784605792994,2026-07-21 00:00:00,24250,17,131409,113142,1581301,1585777,0.0831018256486273,0.0713479890299834,244551,6817284,1609185,3664037,54.1,45.7,10.850000000000001,-12.75,149622,88272,24250,24200,235892,324349,0,0,0,0,-1.8999999999999915,0,0
2026-07-21 00:00:00,2026-07-21 09:20:00,6,NIFTY,OK,24250.95,-6.700000000000728,1808694,95984,1840381,141462,701264,95984,542143,141462,45478,95.6,1.4516092434384056,0.2323935804793289,0.08778717951970715,0.3095452064028665,24250,3313666,24200,4143747.45,0,0,0,0,1784605851199,2026-07-21 00:00:00,24250,17,95984,141462,1712710,1698919,0.0560421787693188,0.08326588848556052,237446,8450278,1632994,5297031,49.35,46.25,-4.75,0.5499999999999972,170110,115701,24300,24200,250351,365393,0,159069,0,0.7709670227409318,-4.200000000000017,0,-1.6310362601895623
2026-07-21 00:00:00,2026-07-21 09:21:00,7,NIFTY,OK,24253.7,2.75,1997770,189076,2045309,204928,890340,189076,747071,204928,15852,96.15,1.6010921379473415,0.1892016519442353,0.08705130805110471,0.2653853167992167,24250,3676453.4,24200,5646786.75,0,0,0,0,1784605909389,2026-07-21 00:00:00,24250,17,189076,204928,1808694,1840381,0.10453730702927085,0.11135085615424198,394004,9626589,1176311,6473342,51.15,45,1.7999999999999972,-1.25,107183,84858,24300,24200,285321,419009,0,154712,0,0.5853717598005275,0.5500000000000114,-9.599999999999994,-1.1480454173541503
2026-07-21 00:00:00,2026-07-21 09:22:00,8,NIFTY,OK,24253.7,0,1997770,0,2045309,0,890340,0,747071,0,0,96.15,1.1443864935609718,0.18933009426509856,0.08705130805110471,0.24715966061203964,24250,3676453.4,24200,5646786.75,0,0,0,0,1784605969725,2026-07-21 00:00:00,24250,17,0,0,1997770,2045309,0,0,0,9626589,0,4626845,51.15,45,0,0,0,0,24300,24200,285321,419009,0,125210,0,0.42617571877371946,0,-6.099999999999994,-0.9750458099631962
2026-07-21 00:00:00,2026-07-21 09:23:00,9,NIFTY,OK,24248.65,-5.049999999999272,2086348,88578,2128881,83572,978918,88578,830643,83572,-5006,93.35,1.2414711039423956,0.20029313492901415,0.09112545021826653,0.3566217178043826,24250,4218142.65,24200,6590051,0,0,0,0,1784606029557,2026-07-21 00:00:00,24250,17,88578,83572,1997770,2045309,0.04433843735765378,0.04086032966167948,172150,10441184,814595,5233085,50,43.35,-1.1499999999999986,-1.6499999999999986,72536,61433,24300,24200,306689,442104,0,148305,0,0.5047838828586891,-2.8000000000000114,-8.350000000000009,-1.397742470401219
2026-07-21 00:00:00,2026-07-21 09:24:00,10,NIFTY,OK,24239.8,-8.850000000002183,2148742,62394,2186626,57745,1041312,62394,888388,57745,-4649,93.80000000000001,0.9898008658088541,0.2152660207016719,0.09520235111512669,0.46656135160529516,24250,5075952.199999999,24200,6488066,0,0,0,0,1784606093249,2026-07-21 00:00:00,24250,17,62394,57745,2086348,2128881,0.029905845045984657,0.027124578593167022,120139,11108435,667251,4291151,47.2,46.6,-2.799999999999997,3.25,59651,43733,24300,24200,322759,455865,0,131516,0,0.40547681663886737,0.45000000000001705,-6,-1.1123682848294374
