date_ist,minute_bucket_ist,run_id,symbol,expiry_requested,expiry_used,asof_utc,nse_status,fetch_ms,warnings,spot,atm_strike,step,call_oi_sum,put_oi_sum,call_coi_sum,put_coi_sum,pcr_coi,net_oi,net_coi,call_wall_strike,put_wall_strike
2026-08-04 00:00:00,2026-08-04 09:15:00,1,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:45:57Z,OK,701,,24603.55,24600,50,1453505,1453263,21148,23458,1.1092301872517496,-242,2310,24600,24200
2026-08-04 00:00:00,2026-08-04 09:16:00,2,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:46:56Z,OK,266,,24603.55,24600,50,1453505,1453263,21148,23458,1.1092301872517496,-242,2310,24600,24200
2026-08-04 00:00:00,2026-08-04 09:17:00,3,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:47:54Z,OK,117,,24599.4,24600,50,1604678,1568299,172321,138494,0.8036977501291195,-36379,-33827,24600,24200
2026-08-04 00:00:00,2026-08-04 09:18:00,4,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:48:53Z,OK,49,,24599.9,24600,50,1752355,1661314,319998,231509,0.7234701466884168,-91041,-88489,24600,24600
2026-08-04 00:00:00,2026-08-04 09:19:00,5,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:49:51Z,OK,62,,24607,24600,50,1842043,1689029,409686,259224,0.6327382434352162,-153014,-150462,24600,24600
2026-08-04 00:00:00,2026-08-04 09:20:00,6,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:50:51Z,OK,304,,24611.5,24600,50,2023080,1828578,590723,398773,0.6750592071072229,-194502,-191950,24600,24600
2026-08-04 00:00:00,2026-08-04 09:21:00,7,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:51:57Z,OK,340,,24613.75,24600,50,2077062,1887389,644705,457584,0.709757175762558,-189673,-187121,24600,24600
2026-08-04 00:00:00,2026-08-04 09:22:00,8,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:52:54Z,OK,278,,24613.75,24600,50,2077062,1887389,644705,457584,0.709757175762558,-189673,-187121,24600,24600
2026-08-04 00:00:00,2026-08-04 09:23:00,9,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:53:52Z,OK,64,,24619.7,24600,50,2150288,1953195,717931,523390,0.7290254913076605,-197093,-194541,24600,24600
2026-08-04 00:00:00,2026-08-04 09:24:00,10,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:54:52Z,OK,417,,24619.95,24600,50,2149185,2077289,716828,647484,0.9032627073719218,-71896,-69344,24600,24600
2026-08-04 00:00:00,2026-08-04 09:25:00,11,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:55:53Z,OK,512,,24608.65,24600,50,2214872,2129824,782515,700019,0.8945758228276774,-85048,-82496,24600,24600
2026-08-04 00:00:00,2026-08-04 09:26:00,12,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:56:52Z,OK,42,,24608.65,24600,50,2214872,2129824,782515,700019,0.8945758228276774,-85048,-82496,24600,24600
2026-08-04 00:00:00,2026-08-04 09:27:00,13,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:57:53Z,OK,373,,24601.6,24600,50,2334111,2120115,901754,690310,0.7655191992494628,-213996,-211444,24600,24600
2026-08-04 00:00:00,2026-08-04 09:28:00,14,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:58:55Z,OK,530,,24598.85,24600,50,2403107,2109935,970750,680130,0.7006232294617564,-293172,-290620,24600,24600
2026-08-04 00:00:00,2026-08-04 09:29:00,15,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T03:59:52Z,OK,136,,24598.85,24600,50,2403107,2109935,970750,680130,0.7006232294617564,-293172,-290620,24600,24600
2026-08-04 00:00:00,2026-08-04 09:31:00,16,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T04:01:14Z,OK,536,,24603.5,24600,50,2533572,2137833,1101215,708028,0.6429516488605768,-395739,-393187,24600,24600
2026-08-04 00:00:00,2026-08-04 09:32:00,17,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04T04:02:55Z,OK,112,,24599.05,24600,50,2593762,2187277,1161405,757472,0.6522031504944442,-406485,-403933,24600,24600
