timestamp_ist,minute_bucket_ist,symbol,alert_code,state,severity,value,threshold,message,dedupe_key
2026-07-20 00:00:00,2026-07-20 09:15:00,1,NIFTY,REGIME_RANGE_PIN,ON,LOW,1899-12-30 00:00:00,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|ON|2026-07-20 09:15"",""threshold"":0.0004,""value"":0,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:15:00""}"
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,FLOW_BOTH_BUILDING,ON,MED,0.0577,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-07-20 09:16"",""threshold"":0.005,""value"":0.0577,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:16:00""}"
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,REGIME_TREND_DOWN,ON,MED,1899-12-29 23:58:59,Trend DOWN (slope + direction),"{""dedupe_key"":""NIFTY|REGIME_TREND_DOWN|ON|2026-07-20 09:16"",""threshold"":-0.0004,""value"":-0.0007,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:16:00""}"
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,REGIME_RANGE_PIN,OFF,LOW,1899-12-30 00:00:00,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|OFF|2026-07-20 09:16"",""threshold"":0.0004,""value"":0,""since_minute_bucket_ist"":""2026-07-20 09:15"",""last_updated_ist"":""2026-07-20 09:16:00""}"
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,PIN_BASIC,ON,LOW,1900-02-05 12:00:00,Spot near a local wall (pin zone),"{""dedupe_key"":""NIFTY|PIN_BASIC|ON|2026-07-20 09:16"",""threshold"":37.5,""value"":37.5,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:16:00""}"
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,TAIL_RISK_SKEW_LOW,ON,LOW,1899-12-30 12:14:24,Tail-risk skew low (PCR_COI low),"{""dedupe_key"":""NIFTY|TAIL_RISK_SKEW_LOW|ON|2026-07-20 09:16"",""threshold"":0.55,""value"":0.51,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:16:00""}"
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,WALL_SHIFT_REGIME,ON,MED,1,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|ON|2026-07-20 09:16"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:16:00""}"
2026-07-20 00:00:00,2026-07-20 09:17:00,3,NIFTY,FLOW_BOTH_BUILDING,OFF,MED,0,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|OFF|2026-07-20 09:17"",""threshold"":0.005,""value"":0,""since_minute_bucket_ist"":""2026-07-20 09:16"",""last_updated_ist"":""2026-07-20 09:17:00""}"
2026-07-20 00:00:00,2026-07-20 09:17:00,3,NIFTY,REGIME_TREND_DOWN,OFF,MED,-0.0007,Trend DOWN (slope + direction),"{""dedupe_key"":""NIFTY|REGIME_TREND_DOWN|OFF|2026-07-20 09:17"",""threshold"":-0.0004,""value"":-0.0007,""since_minute_bucket_ist"":""2026-07-20 09:16"",""last_updated_ist"":""2026-07-20 09:17:00""}"
2026-07-20 00:00:00,2026-07-20 09:17:00,3,NIFTY,REGIME_TRANSITION_UNCERTAIN,ON,LOW,1,Transition/uncertain regime,"{""dedupe_key"":""NIFTY|REGIME_TRANSITION_UNCERTAIN|ON|2026-07-20 09:17"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:17:00""}"
2026-07-20 00:00:00,2026-07-20 09:17:00,3,NIFTY,OPTION_MOMENTUM_PUT,ON,MED,1900-01-03 19:12:00,ATM PUT momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_PUT|ON|2026-07-20 09:17"",""threshold"":1.5,""value"":4.8,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:17:00""}"
2026-07-20 00:00:00,2026-07-20 09:17:00,3,NIFTY,WALL_SHIFT_REGIME,OFF,MED,1,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|OFF|2026-07-20 09:17"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":""2026-07-20 09:16"",""last_updated_ist"":""2026-07-20 09:17:00""}"
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,FLOW_BOTH_BUILDING,ON,MED,1899-12-30 00:37:43,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-07-20 09:18"",""threshold"":0.005,""value"":0.0262,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:18:00""}"
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,REGIME_RANGE_PIN,ON,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|ON|2026-07-20 09:18"",""threshold"":0.0004,""value"":0,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:18:00""}"
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,REGIME_TRANSITION_UNCERTAIN,OFF,LOW,1,Transition/uncertain regime,"{""dedupe_key"":""NIFTY|REGIME_TRANSITION_UNCERTAIN|OFF|2026-07-20 09:18"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":""2026-07-20 09:17"",""last_updated_ist"":""2026-07-20 09:18:00""}"
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,OPTION_MOMENTUM_CALL,ON,MED,5.35,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|ON|2026-07-20 09:18"",""threshold"":1.5,""value"":5.35,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:18:00""}"
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,OPTION_MOMENTUM_PUT,OFF,MED,-6.8,ATM PUT momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_PUT|OFF|2026-07-20 09:18"",""threshold"":1.5,""value"":-6.8,""since_minute_bucket_ist"":""2026-07-20 09:17"",""last_updated_ist"":""2026-07-20 09:18:00""}"
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,WALL_SHIFT_REGIME,ON,MED,1,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|ON|2026-07-20 09:18"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:18:00""}"
2026-07-20 00:00:00,2026-07-20 09:19:00,5,NIFTY,REGIME_TREND_DOWN,ON,MED,-0.0005,Trend DOWN (slope + direction),"{""dedupe_key"":""NIFTY|REGIME_TREND_DOWN|ON|2026-07-20 09:19"",""threshold"":-0.0004,""value"":-0.0005,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:19:00""}"
2026-07-20 00:00:00,2026-07-20 09:19:00,5,NIFTY,REGIME_RANGE_PIN,OFF,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|OFF|2026-07-20 09:19"",""threshold"":0.0004,""value"":0,""since_minute_bucket_ist"":""2026-07-20 09:18"",""last_updated_ist"":""2026-07-20 09:19:00""}"
2026-07-20 00:00:00,2026-07-20 09:19:00,5,NIFTY,OPTION_MOMENTUM_CALL,OFF,MED,-13,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|OFF|2026-07-20 09:19"",""threshold"":1.5,""value"":-13,""since_minute_bucket_ist"":""2026-07-20 09:18"",""last_updated_ist"":""2026-07-20 09:19:00""}"
2026-07-20 00:00:00,2026-07-20 09:19:00,5,NIFTY,OPTION_MOMENTUM_PUT,ON,MED,10,ATM PUT momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_PUT|ON|2026-07-20 09:19"",""threshold"":1.5,""value"":10,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:19:00""}"
2026-07-20 00:00:00,2026-07-20 09:20:00,6,NIFTY,VOL_CONTRACTION,ON,LOW,-0.0331,Volatility contracting (straddle down),"{""dedupe_key"":""NIFTY|VOL_CONTRACTION|ON|2026-07-20 09:20"",""threshold"":-0.03,""value"":-0.0331,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:20:00""}"
2026-07-20 00:00:00,2026-07-20 09:20:00,6,NIFTY,OPTION_MOMENTUM_PUT,OFF,MED,-2.4,ATM PUT momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_PUT|OFF|2026-07-20 09:20"",""threshold"":1.5,""value"":-2.4,""since_minute_bucket_ist"":""2026-07-20 09:19"",""last_updated_ist"":""2026-07-20 09:20:00""}"
2026-07-20 00:00:00,2026-07-20 09:20:00,6,NIFTY,WALL_SHIFT_REGIME,OFF,MED,1899-12-31 00:00:00,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|OFF|2026-07-20 09:20"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":""2026-07-20 09:18"",""last_updated_ist"":""2026-07-20 09:20:00""}"
2026-07-20 00:00:00,2026-07-20 09:21:00,7,NIFTY,FLOW_BOTH_BUILDING,OFF,MED,1899-12-29 23:58:50,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|OFF|2026-07-20 09:21"",""threshold"":0.005,""value"":-0.0008,""since_minute_bucket_ist"":""2026-07-20 09:18"",""last_updated_ist"":""2026-07-20 09:21:00""}"
2026-07-20 00:00:00,2026-07-20 09:21:00,7,NIFTY,FLOW_BEARISH_BUILD,ON,HIGH,0.0371,Bearish build (premium-confirmed writing / resistance),"{""dedupe_key"":""NIFTY|FLOW_BEARISH_BUILD|ON|2026-07-20 09:21"",""threshold"":0.005,""value"":0.0371,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:21:00""}"
2026-07-20 00:00:00,2026-07-20 09:21:00,7,NIFTY,PIN_BREAKOUT_SETUP,ON,MED,-8.69999999999709,Pin breakout setup (wall touch + aligned flow),"{""dedupe_key"":""NIFTY|PIN_BREAKOUT_SETUP|ON|2026-07-20 09:21"",""threshold"":0,""value"":-8.69999999999709,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-20 09:21:00""}"
