date_ist,minute_bucket_ist,run_id,symbol,expiry_requested,expiry_used,asof_utc,nse_status,fetch_ms,warnings,spot,atm_strike,step,call_oi_sum,put_oi_sum,call_coi_sum,put_coi_sum,pcr_coi,net_oi,net_coi,call_wall_strike,put_wall_strike
2026-07-20 00:00:00,2026-07-20 09:15:00,1,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:45:54Z,OK,226,,24225.5,24250,50,818711,1208731,0,0,0,390020,0,24600,24000
2026-07-20 00:00:00,2026-07-20 09:16:00,2,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:46:54Z,OK,676,,24208.4,24200,50,905958,1406253,131908,67914,0.5148588410104011,500295,-63994,24500,24200
2026-07-20 00:00:00,2026-07-20 09:17:00,3,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:47:51Z,OK,149,,24209.05,24200,50,905958,1406253,131908,67914,0.5148588410104011,500295,-63994,24500,24200
2026-07-20 00:00:00,2026-07-20 09:18:00,4,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:48:51Z,OK,125,,24223.75,24200,50,981624,1443082,207574,104743,0.5046055864414618,461458,-102831,24300,24200
2026-07-20 00:00:00,2026-07-20 09:19:00,5,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:49:52Z,OK,59,,24214.4,24200,50,1040134,1478969,266084,140630,0.5285173103230558,438835,-125454,24200,24200
2026-07-20 00:00:00,2026-07-20 09:20:00,6,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:50:53Z,OK,260,,24201.85,24200,50,1143458,1520922,369408,182583,0.494258380977131,377464,-186825,24200,24200
2026-07-20 00:00:00,2026-07-20 09:21:00,7,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:51:53Z,OK,435,,24193.15,24200,50,1185889,1519711,411839,181372,0.4403953972304711,333822,-230467,24200,24200
2026-07-20 00:00:00,2026-07-20 09:22:00,8,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:52:50Z,OK,39,,24193.15,24200,50,1185889,1519711,411839,181372,0.4403953972304711,333822,-230467,24200,24200
2026-07-20 00:00:00,2026-07-20 09:23:00,9,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:53:51Z,OK,362,,24188.85,24200,50,1255051,1509669,481001,171330,0.35619468566593415,254618,-309671,24200,24200
2026-07-20 00:00:00,2026-07-20 09:24:00,10,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:54:52Z,OK,495,,24208.65,24200,50,1292243,1510936,518193,172597,0.3330747424222249,218693,-345596,24200,24200
2026-07-20 00:00:00,2026-07-20 09:25:00,11,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:55:52Z,OK,676,,24196.15,24200,50,1328653,1510363,554603,172024,0.3101750260997506,181710,-382579,24200,24200
2026-07-20 00:00:00,2026-07-20 09:27:00,12,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:57:08Z,OK,585,,24200.85,24200,50,1349641,1545482,575591,207143,0.35987880283048207,195841,-368448,24200,24200
2026-07-20 00:00:00,2026-07-20 09:27:00,13,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:57:50Z,OK,34,,24200.85,24200,50,1349641,1545482,575591,207143,0.35987880283048207,195841,-368448,24200,24200
2026-07-20 00:00:00,2026-07-20 09:28:00,14,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:58:56Z,OK,108,,24189.9,24200,50,1385829,1567274,611779,228935,0.3742119294712633,181445,-382844,24200,24200
2026-07-20 00:00:00,2026-07-20 09:29:00,15,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T03:59:52Z,OK,76,,24188.7,24200,50,1408689,1569929,634639,231590,0.3649161176668941,161240,-403049,24200,24200
2026-07-20 00:00:00,2026-07-20 09:30:00,16,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:00:53Z,OK,214,,24189.5,24200,50,1429646,1576311,655596,237972,0.3629857412186774,146665,-417624,24200,24200
2026-07-20 00:00:00,2026-07-20 09:31:00,17,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:01:52Z,OK,88,,24183.1,24200,50,1452227,1589030,678177,250691,0.3696542348089068,136803,-427486,24200,24200
2026-07-20 00:00:00,2026-07-20 09:32:00,18,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:02:52Z,OK,145,,24183.15,24200,50,1482693,1609584,708643,271245,0.38276678101667555,126891,-437398,24200,24200
2026-07-20 00:00:00,2026-07-20 09:33:00,19,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:03:53Z,OK,44,,24176.6,24200,50,1495514,1623738,721464,285399,0.3955831475998802,128224,-436065,24200,24200
2026-07-20 00:00:00,2026-07-20 09:34:00,20,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:04:53Z,OK,251,,24172.45,24150,50,1396940,1657618,727021,278757,0.38342358748921973,260678,-448264,24200,24200
2026-07-20 00:00:00,2026-07-20 09:35:00,21,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:05:54Z,OK,225,,24179.05,24200,50,1539306,1597631,765256,259292,0.33883040446595647,58325,-505964,24200,24200
2026-07-20 00:00:00,2026-07-20 09:36:00,22,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:06:52Z,OK,270,,24187,24200,50,1563141,1578972,789091,240633,0.30494961924543557,15831,-548458,24200,24200
2026-07-20 00:00:00,2026-07-20 09:37:00,23,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:07:53Z,OK,525,,24185.05,24200,50,1575648,1587865,801598,249526,0.3112857068006657,12217,-552072,24200,24200
2026-07-20 00:00:00,2026-07-20 09:38:00,24,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:08:50Z,OK,61,,24177.1,24200,50,1594358,1592675,820308,254336,0.3100493960804966,-1683,-565972,24200,24200
2026-07-20 00:00:00,2026-07-20 09:39:00,25,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:09:54Z,OK,207,,24166.6,24150,50,1489014,1651952,819095,273091,0.3334057710033635,162938,-546004,24200,24200
2026-07-20 00:00:00,2026-07-20 09:40:00,26,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:10:53Z,OK,312,,24163.35,24150,50,1489312,1637207,819393,258346,0.3152894886824759,147895,-561047,24200,24200
2026-07-20 00:00:00,2026-07-20 09:41:00,27,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:11:51Z,OK,84,,24166.8,24150,50,1516239,1628116,846320,249255,0.29451625862557895,111877,-597065,24200,24200
2026-07-20 00:00:00,2026-07-20 09:42:00,28,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:12:52Z,OK,576,,24166.65,24150,50,1566432,1640408,896513,261547,0.2917381008418171,73976,-634966,24200,24200
2026-07-20 00:00:00,2026-07-20 09:43:00,29,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:13:52Z,OK,45,,24177.35,24200,50,1702272,1605613,928222,267274,0.28794189321089136,-96659,-660948,24200,24200
2026-07-20 00:00:00,2026-07-20 09:44:00,30,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:14:53Z,OK,46,,24172.8,24150,50,1594115,1646288,924196,267427,0.28936178040155985,52173,-656769,24200,24200
2026-07-20 00:00:00,2026-07-20 09:45:00,31,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:15:54Z,OK,45,,24166.65,24150,50,1613680,1667307,943761,288446,0.3056345833320088,53627,-655315,24200,24200
2026-07-20 00:00:00,2026-07-20 09:46:00,32,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:16:50Z,OK,37,,24166.65,24150,50,1613680,1667307,943761,288446,0.3056345833320088,53627,-655315,24200,24200
2026-07-20 00:00:00,2026-07-20 09:47:00,33,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:17:51Z,OK,116,,24166.95,24150,50,1631491,1678517,961572,299656,0.311631370297804,47026,-661916,24200,24200
2026-07-20 00:00:00,2026-07-20 09:48:00,34,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:18:52Z,OK,86,,24160.5,24150,50,1641148,1670522,971229,291661,0.3003009588881716,29374,-679568,24200,24200
2026-07-20 00:00:00,2026-07-20 09:49:00,35,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:19:55Z,OK,52,,24162.15,24150,50,1654658,1659004,984739,280143,0.28448451823275,4346,-704596,24200,24200
2026-07-20 00:00:00,2026-07-20 09:50:00,36,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:20:54Z,OK,307,,24172.9,24150,50,1665183,1660764,995264,281903,0.2832444456948106,-4419,-713361,24200,24000
2026-07-20 00:00:00,2026-07-20 09:51:00,37,NIFTY,2026-07-21 00:00:00,2026-07-21 00:00:00,2026-07-20T04:22:00Z,OK,61,,24165.05,24150,50,1680323,1663487,1010404,284626,0.2816952426950012,-16836,-725778,24200,24200
