timestamp_ist,date_ist,minute_bucket_ist,minuteBucketIst,run_id,status,nifty_status,fetch_ms_total,error_message,rows_snapshot_appended,rows_strikes_appended
2026-07-20 09:15:00,2026-07-20 00:00:00,2026-07-20 09:15:00,2026-07-20 09:15:00,1,OK,OK,226,,1,17
2026-07-20 09:16:00,2026-07-20 00:00:00,2026-07-20 09:16:00,2026-07-20 09:16:00,2,OK,OK,676,,1,17
2026-07-20 09:17:00,2026-07-20 00:00:00,2026-07-20 09:17:00,2026-07-20 09:17:00,3,OK,OK,149,,1,17
2026-07-20 09:18:00,2026-07-20 00:00:00,2026-07-20 09:18:00,2026-07-20 09:18:00,4,OK,OK,125,,1,17
2026-07-20 09:19:00,2026-07-20 00:00:00,2026-07-20 09:19:00,2026-07-20 09:19:00,5,OK,OK,59,,1,17
2026-07-20 09:20:00,2026-07-20 00:00:00,2026-07-20 09:20:00,2026-07-20 09:20:00,6,OK,OK,260,,1,17
2026-07-20 09:21:00,2026-07-20 00:00:00,2026-07-20 09:21:00,2026-07-20 09:21:00,7,OK,OK,435,,1,17
2026-07-20 09:22:00,2026-07-20 00:00:00,2026-07-20 09:22:00,2026-07-20 09:22:00,8,OK,OK,39,,1,17
2026-07-20 09:23:00,2026-07-20 00:00:00,2026-07-20 09:23:00,2026-07-20 09:23:00,9,OK,OK,362,,1,17
2026-07-20 09:24:00,2026-07-20 00:00:00,2026-07-20 09:24:00,2026-07-20 09:24:00,10,OK,OK,495,,1,17
2026-07-20 09:25:00,2026-07-20 00:00:00,2026-07-20 09:25:00,2026-07-20 09:25:00,11,OK,OK,676,,1,17
2026-07-20 09:27:00,2026-07-20 00:00:00,2026-07-20 09:27:00,2026-07-20 09:27:00,12,OK,OK,585,,1,17
2026-07-20 09:27:00,2026-07-20 00:00:00,2026-07-20 09:27:00,2026-07-20 09:27:00,13,OK,OK,34,,1,17
2026-07-20 09:28:00,2026-07-20 00:00:00,2026-07-20 09:28:00,2026-07-20 09:28:00,14,OK,OK,108,,1,17
2026-07-20 09:29:00,2026-07-20 00:00:00,2026-07-20 09:29:00,2026-07-20 09:29:00,15,OK,OK,76,,1,17
2026-07-20 09:30:00,2026-07-20 00:00:00,2026-07-20 09:30:00,2026-07-20 09:30:00,16,OK,OK,214,,1,17
2026-07-20 09:31:00,2026-07-20 00:00:00,2026-07-20 09:31:00,2026-07-20 09:31:00,17,OK,OK,88,,1,17
2026-07-20 09:32:00,2026-07-20 00:00:00,2026-07-20 09:32:00,2026-07-20 09:32:00,18,OK,OK,145,,1,17
2026-07-20 09:33:00,2026-07-20 00:00:00,2026-07-20 09:33:00,2026-07-20 09:33:00,19,OK,OK,44,,1,17
2026-07-20 09:34:00,2026-07-20 00:00:00,2026-07-20 09:34:00,2026-07-20 09:34:00,20,OK,OK,251,,1,17
2026-07-20 09:35:00,2026-07-20 00:00:00,2026-07-20 09:35:00,2026-07-20 09:35:00,21,OK,OK,225,,1,17
2026-07-20 09:36:00,2026-07-20 00:00:00,2026-07-20 09:36:00,2026-07-20 09:36:00,22,OK,OK,270,,1,17
2026-07-20 09:37:00,2026-07-20 00:00:00,2026-07-20 09:37:00,2026-07-20 09:37:00,23,OK,OK,525,,1,17
2026-07-20 09:38:00,2026-07-20 00:00:00,2026-07-20 09:38:00,2026-07-20 09:38:00,24,OK,OK,61,,1,17
2026-07-20 09:39:00,2026-07-20 00:00:00,2026-07-20 09:39:00,2026-07-20 09:39:00,25,OK,OK,207,,1,17
2026-07-20 09:40:00,2026-07-20 00:00:00,2026-07-20 09:40:00,2026-07-20 09:40:00,26,OK,OK,312,,1,17
2026-07-20 09:41:00,2026-07-20 00:00:00,2026-07-20 09:41:00,2026-07-20 09:41:00,27,OK,OK,84,,1,17
2026-07-20 09:42:00,2026-07-20 00:00:00,2026-07-20 09:42:00,2026-07-20 09:42:00,28,OK,OK,576,,1,17
2026-07-20 09:43:00,2026-07-20 00:00:00,2026-07-20 09:43:00,2026-07-20 09:43:00,29,OK,OK,45,,1,17
2026-07-20 09:44:00,2026-07-20 00:00:00,2026-07-20 09:44:00,2026-07-20 09:44:00,30,OK,OK,46,,1,17
2026-07-20 09:45:00,2026-07-20 00:00:00,2026-07-20 09:45:00,2026-07-20 09:45:00,31,OK,OK,45,,1,17
2026-07-20 09:46:00,2026-07-20 00:00:00,2026-07-20 09:46:00,2026-07-20 09:46:00,32,OK,OK,37,,1,17
2026-07-20 09:47:00,2026-07-20 00:00:00,2026-07-20 09:47:00,2026-07-20 09:47:00,33,OK,OK,116,,1,17
2026-07-20 09:48:00,2026-07-20 00:00:00,2026-07-20 09:48:00,2026-07-20 09:48:00,34,OK,OK,86,,1,17
2026-07-20 09:49:00,2026-07-20 00:00:00,2026-07-20 09:49:00,2026-07-20 09:49:00,35,OK,OK,52,,1,17
2026-07-20 09:50:00,2026-07-20 00:00:00,2026-07-20 09:50:00,2026-07-20 09:50:00,36,OK,OK,307,,1,17
2026-07-20 09:51:00,2026-07-20 00:00:00,2026-07-20 09:51:00,2026-07-20 09:51:00,37,OK,OK,61,,1,17
2026-07-20 09:52:00,2026-07-20 00:00:00,2026-07-20 09:52:00,2026-07-20 09:52:00,38,OK,OK,341,,1,17
2026-07-20 09:53:00,2026-07-20 00:00:00,2026-07-20 09:53:00,2026-07-20 09:53:00,39,OK,OK,523,,1,17
2026-07-20 09:54:00,2026-07-20 00:00:00,2026-07-20 09:54:00,2026-07-20 09:54:00,40,OK,OK,68,,1,17
2026-07-20 09:55:00,2026-07-20 00:00:00,2026-07-20 09:55:00,2026-07-20 09:55:00,41,OK,OK,67,,1,17
2026-07-20 09:56:00,2026-07-20 00:00:00,2026-07-20 09:56:00,2026-07-20 09:56:00,42,OK,OK,324,,1,17
2026-07-20 09:57:00,2026-07-20 00:00:00,2026-07-20 09:57:00,2026-07-20 09:57:00,43,OK,OK,54,,1,17
2026-07-20 09:58:00,2026-07-20 00:00:00,2026-07-20 09:58:00,2026-07-20 09:58:00,44,OK,OK,292,,1,17
2026-07-20 09:59:00,2026-07-20 00:00:00,2026-07-20 09:59:00,2026-07-20 09:59:00,45,OK,OK,36,,1,17
2026-07-20 10:00:00,2026-07-20 00:00:00,2026-07-20 10:00:00,2026-07-20 10:00:00,46,OK,OK,597,,1,17
2026-07-20 10:01:00,2026-07-20 00:00:00,2026-07-20 10:01:00,2026-07-20 10:01:00,47,OK,OK,236,,1,17
2026-07-20 10:02:00,2026-07-20 00:00:00,2026-07-20 10:02:00,2026-07-20 10:02:00,48,OK,OK,96,,1,17
2026-07-20 10:03:00,2026-07-20 00:00:00,2026-07-20 10:03:00,2026-07-20 10:03:00,49,OK,OK,166,,1,17
2026-07-20 10:04:00,2026-07-20 00:00:00,2026-07-20 10:04:00,2026-07-20 10:04:00,50,OK,OK,315,,1,17
2026-07-20 10:05:00,2026-07-20 00:00:00,2026-07-20 10:05:00,2026-07-20 10:05:00,51,OK,OK,489,,1,17
2026-07-20 10:06:00,2026-07-20 00:00:00,2026-07-20 10:06:00,2026-07-20 10:06:00,52,OK,OK,79,,1,17
2026-07-20 10:07:00,2026-07-20 00:00:00,2026-07-20 10:07:00,2026-07-20 10:07:00,53,OK,OK,525,,1,17
2026-07-20 10:08:00,2026-07-20 00:00:00,2026-07-20 10:08:00,2026-07-20 10:08:00,54,OK,OK,325,,1,17
2026-07-20 10:09:00,2026-07-20 00:00:00,2026-07-20 10:09:00,2026-07-20 10:09:00,55,OK,OK,73,,1,17
2026-07-20 10:10:00,2026-07-20 00:00:00,2026-07-20 10:10:00,2026-07-20 10:10:00,56,OK,OK,63,,1,17
2026-07-20 10:11:00,2026-07-20 00:00:00,2026-07-20 10:11:00,2026-07-20 10:11:00,57,OK,OK,63,,1,17
2026-07-20 10:12:00,2026-07-20 00:00:00,2026-07-20 10:12:00,2026-07-20 10:12:00,58,OK,OK,143,,1,17
2026-07-20 10:13:00,2026-07-20 00:00:00,2026-07-20 10:13:00,2026-07-20 10:13:00,59,OK,OK,440,,1,17
2026-07-20 10:14:00,2026-07-20 00:00:00,2026-07-20 10:14:00,2026-07-20 10:14:00,60,OK,OK,75,,1,17
2026-07-20 10:15:00,2026-07-20 00:00:00,2026-07-20 10:15:00,2026-07-20 10:15:00,61,OK,OK,452,,1,17
2026-07-20 10:16:00,2026-07-20 00:00:00,2026-07-20 10:16:00,2026-07-20 10:16:00,62,OK,OK,607,,1,17
2026-07-20 10:17:00,2026-07-20 00:00:00,2026-07-20 10:17:00,2026-07-20 10:17:00,63,OK,OK,463,,1,17
2026-07-20 10:18:00,2026-07-20 00:00:00,2026-07-20 10:18:00,2026-07-20 10:18:00,64,OK,OK,386,,1,17
2026-07-20 10:19:00,2026-07-20 00:00:00,2026-07-20 10:19:00,2026-07-20 10:19:00,65,OK,OK,48,,1,17
2026-07-20 10:20:00,2026-07-20 00:00:00,2026-07-20 10:20:00,2026-07-20 10:20:00,66,OK,OK,1461,,1,17
2026-07-20 10:21:00,2026-07-20 00:00:00,2026-07-20 10:21:00,2026-07-20 10:21:00,67,OK,OK,709,,1,17
2026-07-20 10:22:00,2026-07-20 00:00:00,2026-07-20 10:22:00,2026-07-20 10:22:00,68,OK,OK,1337,,1,17
2026-07-20 10:23:00,2026-07-20 00:00:00,2026-07-20 10:23:00,2026-07-20 10:23:00,69,OK,OK,48,,1,17
2026-07-20 10:24:00,2026-07-20 00:00:00,2026-07-20 10:24:00,2026-07-20 10:24:00,70,OK,OK,378,,1,17
2026-07-20 10:25:00,2026-07-20 00:00:00,2026-07-20 10:25:00,2026-07-20 10:25:00,71,OK,OK,324,,1,17
2026-07-20 10:26:00,2026-07-20 00:00:00,2026-07-20 10:26:00,2026-07-20 10:26:00,72,OK,OK,157,,1,17
2026-07-20 10:27:00,2026-07-20 00:00:00,2026-07-20 10:27:00,2026-07-20 10:27:00,73,OK,OK,128,,1,17
2026-07-20 10:28:00,2026-07-20 00:00:00,2026-07-20 10:28:00,2026-07-20 10:28:00,74,OK,OK,131,,1,17
2026-07-20 10:29:00,2026-07-20 00:00:00,2026-07-20 10:29:00,2026-07-20 10:29:00,75,OK,OK,169,,1,17
2026-07-20 10:30:00,2026-07-20 00:00:00,2026-07-20 10:30:00,2026-07-20 10:30:00,76,OK,OK,111,,1,17
2026-07-20 10:31:00,2026-07-20 00:00:00,2026-07-20 10:31:00,2026-07-20 10:31:00,77,OK,OK,265,,1,17
2026-07-20 10:32:00,2026-07-20 00:00:00,2026-07-20 10:32:00,2026-07-20 10:32:00,78,OK,OK,95,,1,17
2026-07-20 10:33:00,2026-07-20 00:00:00,2026-07-20 10:33:00,2026-07-20 10:33:00,79,OK,OK,99,,1,17
2026-07-20 10:34:00,2026-07-20 00:00:00,2026-07-20 10:34:00,2026-07-20 10:34:00,80,OK,OK,84,,1,17
2026-07-20 10:35:00,2026-07-20 00:00:00,2026-07-20 10:35:00,2026-07-20 10:35:00,81,OK,OK,83,,1,17
2026-07-20 10:36:00,2026-07-20 00:00:00,2026-07-20 10:36:00,2026-07-20 10:36:00,82,OK,OK,566,,1,17
2026-07-20 10:37:00,2026-07-20 00:00:00,2026-07-20 10:37:00,2026-07-20 10:37:00,83,OK,OK,548,,1,17
2026-07-20 10:38:00,2026-07-20 00:00:00,2026-07-20 10:38:00,2026-07-20 10:38:00,84,OK,OK,112,,1,17
2026-07-20 10:39:00,2026-07-20 00:00:00,2026-07-20 10:39:00,2026-07-20 10:39:00,85,OK,OK,285,,1,17
2026-07-20 10:40:00,2026-07-20 00:00:00,2026-07-20 10:40:00,2026-07-20 10:40:00,86,OK,OK,58,,1,17
2026-07-20 10:41:00,2026-07-20 00:00:00,2026-07-20 10:41:00,2026-07-20 10:41:00,87,OK,OK,370,,1,17
2026-07-20 10:42:00,2026-07-20 00:00:00,2026-07-20 10:42:00,2026-07-20 10:42:00,88,OK,OK,215,,1,17
2026-07-20 10:43:00,2026-07-20 00:00:00,2026-07-20 10:43:00,2026-07-20 10:43:00,89,OK,OK,290,,1,17
2026-07-20 10:44:00,2026-07-20 00:00:00,2026-07-20 10:44:00,2026-07-20 10:44:00,90,OK,OK,787,,1,17
2026-07-20 10:45:00,2026-07-20 00:00:00,2026-07-20 10:45:00,2026-07-20 10:45:00,91,OK,OK,536,,1,17
2026-07-20 10:46:00,2026-07-20 00:00:00,2026-07-20 10:46:00,2026-07-20 10:46:00,92,OK,OK,363,,1,17
2026-07-20 10:47:00,2026-07-20 00:00:00,2026-07-20 10:47:00,2026-07-20 10:47:00,93,OK,OK,116,,1,17
2026-07-20 10:48:00,2026-07-20 00:00:00,2026-07-20 10:48:00,2026-07-20 10:48:00,94,OK,OK,563,,1,17
2026-07-20 10:49:00,2026-07-20 00:00:00,2026-07-20 10:49:00,2026-07-20 10:49:00,95,OK,OK,91,,1,17
2026-07-20 10:50:00,2026-07-20 00:00:00,2026-07-20 10:50:00,2026-07-20 10:50:00,96,OK,OK,52,,1,17
2026-07-20 10:51:00,2026-07-20 00:00:00,2026-07-20 10:51:00,2026-07-20 10:51:00,97,OK,OK,347,,1,17
2026-07-20 10:52:00,2026-07-20 00:00:00,2026-07-20 10:52:00,2026-07-20 10:52:00,98,OK,OK,35,,1,17
2026-07-20 10:53:00,2026-07-20 00:00:00,2026-07-20 10:53:00,2026-07-20 10:53:00,99,OK,OK,64,,1,17
2026-07-20 10:54:00,2026-07-20 00:00:00,2026-07-20 10:54:00,2026-07-20 10:54:00,100,OK,OK,69,,1,17
2026-07-20 10:55:00,2026-07-20 00:00:00,2026-07-20 10:55:00,2026-07-20 10:55:00,101,OK,OK,363,,1,17
2026-07-20 10:56:00,2026-07-20 00:00:00,2026-07-20 10:56:00,2026-07-20 10:56:00,102,OK,OK,315,,1,17
2026-07-20 10:57:00,2026-07-20 00:00:00,2026-07-20 10:57:00,2026-07-20 10:57:00,103,OK,OK,127,,1,17
2026-07-20 10:58:00,2026-07-20 00:00:00,2026-07-20 10:58:00,2026-07-20 10:58:00,104,OK,OK,529,,1,17
