date_ist,minute_bucket_ist,run_id,symbol,expiry_used,signal,strike,moneyness,setup,confidence,reason,stop_underlying,target_underlying,stop_premium_pct,target_premium_pct
2026-07-20 00:00:00,2026-07-20 09:21:00,7,NIFTY,2026-07-21 00:00:00,ENTRY_PUT,24250,ITM1,TREND_DOWN,66,"Trend DOWN + bearish flow + commitment + PUT momentum | PUT_MOM,COMMITTED,TAIL_LOW,PIN",24262.38,24084.36,-30,40
2026-07-20 00:00:00,2026-07-20 09:23:00,9,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,TREND_DOWN,54,"Trend DOWN + bearish flow + commitment + PUT momentum | gated (time/limit) | TRADE_LIMIT,PUT_MOM,COMMITTED,TAIL_LOW,PIN",,,,
2026-07-20 00:00:00,2026-07-20 09:25:00,11,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,PIN_BREAK,57,"Pin break DOWN setup | WALL_UNWIND_DOWN,COMMITTED,TAIL_LOW,PIN",,,,
2026-07-20 00:00:00,2026-07-20 09:29:00,15,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,TAIL_LOW",,,,
2026-07-20 00:00:00,2026-07-20 09:30:00,16,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | CALL_MOM,TAIL_LOW",,,,
2026-07-20 00:00:00,2026-07-20 09:31:00,17,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,TAIL_LOW",,,,
2026-07-20 00:00:00,2026-07-20 09:32:00,18,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,BREAKOUT_DOWN,52,Breakout DOWN setup (waiting for flow/momentum/unwind) | TAIL_LOW,,,,
2026-07-20 00:00:00,2026-07-20 09:33:00,19,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,TAIL_LOW",,,,
2026-07-20 00:00:00,2026-07-20 09:34:00,20,NIFTY,2026-07-21 00:00:00,ENTRY_PUT,24200,ITM1,TREND_DOWN,50,"Trend DOWN + bearish flow + commitment + PUT momentum | PUT_MOM,COMMITTED,WALL_SHIFT,TAIL_LOW",24237.322500000002,24070.5075,-30,40
2026-07-20 00:00:00,2026-07-20 09:36:00,22,NIFTY,2026-07-21 00:00:00,SETUP_PUT,24250,ITM1,BREAKOUT_DOWN,52,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,CALL_MOM,WALL_UNWIND_DOWN,TAIL_LOW",,,,
