date_ist,minute_bucket_ist,run_id,symbol,expiry_used,strike,call_oi,call_coi,put_oi,put_coi,row_status,call_vol,call_iv,call_ltp,call_chg,call_buy_qty,call_sell_qty,put_vol,put_iv,put_ltp,put_chg,put_buy_qty,put_sell_qty
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23500,13119,0,127864,0,OK,24599,20.95,0,0,0,0,986538,13.79,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23550,552,0,19071,0,OK,2896,20.16,0,0,0,0,342843,13.56,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23600,3699,0,64432,0,OK,13476,18.98,0,0,0,0,672050,13.32,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23650,649,0,16103,0,OK,6987,18.43,0,0,0,0,393391,13.11,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23700,4000,0,81706,0,OK,35498,17.83,0,0,0,0,870770,12.89,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23750,1845,0,15874,0,OK,24057,17.45,0,0,0,0,448844,12.65,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23800,14603,0,83050,0,OK,188246,16.98,0,0,0,0,1250608,12.49,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23850,4126,0,16718,0,OK,89838,16.86,0,0,0,0,709929,12.26,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23900,26092,0,60830,0,OK,488082,16.26,0,0,0,0,1459631,12.07,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,23950,40203,0,55590,0,OK,652635,15.99,0,0,0,0,1335181,11.85,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24000,206861,0,187922,0,OK,2528049,15.87,0,0,0,0,3186486,11.41,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24050,73805,0,41043,0,OK,1293942,15.65,0,0,0,0,1288107,11.17,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24100,139087,0,81330,0,OK,1746738,15.5,0,0,0,0,1289678,10.69,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24150,62347,0,12358,0,OK,834929,15.36,0,0,0,0,372807,10.3,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24200,232632,0,120911,0,OK,1397703,15.15,0,0,0,0,560472,9.54,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24250,52815,0,11940,0,OK,512558,15.12,0,0,0,0,85344,8.5,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,24300,116085,0,37176,0,OK,911385,15.13,0,0,0,0,158834,0,0,0,0,0
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23500,13119,0,127864,0,OK,225,20.95,421.3,-88.9,150345,42705,17980,13.79,28.75,4.1,3674190,208520
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23550,552,0,19078,7,OK,147,20.16,380.25,-85.65,51415,30615,8096,13.56,36,6.05,2584205,93665
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23600,3709,10,64372,-60,OK,405,18.98,340.35,-82.7,168220,36465,9082,13.32,44.8,8.05,2798770,115960
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23650,649,0,16134,31,OK,291,18.43,299.85,-81,60580,34125,4865,13.11,55.6,10.6,2715700,96720
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23700,4123,123,82410,704,OK,1832,17.83,263.4,-76.05,170885,50570,22064,12.89,70.05,15.2,2697565,142935
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23750,1876,31,16046,172,OK,1035,17.45,228.35,-73.05,194935,45305,7419,12.65,84.2,17,2469025,100555
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23800,14603,0,83050,0,OK,6747,16.98,196.65,-68.75,274495,104520,27025,12.49,103.5,22.15,2889965,306735
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23850,4126,0,16718,0,OK,4833,16.86,167.65,-64.55,2465645,66625,13557,12.26,124,26.45,2548780,112645
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23900,26234,142,60949,119,OK,20377,16.26,141.3,-60.15,3023280,152230,32323,12.07,148.45,31.75,2897245,199615
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,23950,40416,213,55675,85,OK,10831,15.99,117.2,-54.45,2716935,132600,15014,11.85,178.1,38.95,2699775,134745
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24000,207406,545,188085,163,OK,24793,15.87,98.4,-49.1,3629080,507195,24410,11.41,204.25,42.45,2966405,246545
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24050,73894,89,41076,33,OK,11384,15.65,80.1,-43.85,2886585,250510,4755,11.17,236.8,47.55,193700,57915
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24100,139484,397,81483,153,OK,15298,15.5,66.45,-37.2,3166410,535665,6603,10.69,270.8,52.65,214630,84305
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24150,62347,0,12358,0,OK,7954,15.36,53.45,-32,2985255,362570,1456,10.3,310.2,60.8,168350,45760
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24200,232632,0,120911,0,OK,19555,15.15,43.5,-26.6,3856645,626080,3540,9.54,349.55,63.75,580775,55120
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24250,52851,36,11948,8,OK,12886,15.12,35.15,-22.05,2868450,214890,526,8.5,391.3,70.25,58630,37180
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,24300,116165,80,37172,-4,OK,12938,15.13,28.4,-18,3206775,314275,1041,0,433.3,69.25,151255,60580
2026-07-23 00:00:00,2026-07-23 09:17:00,3,NIFTY,2026-07-28 00:00:00,23500,13425,306,128521,657,OK,728,20.95,427,-83.2,145925,47060,34537,13.79,28,3.35,3408015,208325
2026-07-23 00:00:00,2026-07-23 09:17:00,3,NIFTY,2026-07-28 00:00:00,23550,597,45,18046,-1025,OK,299,20.16,389.25,-76.65,44915,23595,12686,13.56,34.95,5,2364180,81900
2026-07-23 00:00:00,2026-07-23 09:17:00,3,NIFTY,2026-07-28 00:00:00,23600,3968,269,67345,2913,OK,803,18.98,342.65,-80.4,163540,28405,21095,13.32,42.9,6.15,2747745,135395
