date_ist,minute_bucket_ist,run_id,symbol,expiry_requested,expiry_used,asof_utc,nse_status,fetch_ms,warnings,spot,atm_strike,step,call_oi_sum,put_oi_sum,call_coi_sum,put_coi_sum,pcr_coi,net_oi,net_coi,call_wall_strike,put_wall_strike
2026-07-23 00:00:00,2026-07-23 09:15:00,1,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:45:54Z,OK,231,,23898.9,23900,50,992520,1033918,0,0,0,41398,0,24200,24000
2026-07-23 00:00:00,2026-07-23 09:16:00,2,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:46:55Z,OK,117,,23897.5,23900,50,994186,1035329,1666,1411,0.8469387755102041,41143,-255,24200,24000
2026-07-23 00:00:00,2026-07-23 09:17:00,3,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:47:51Z,OK,441,,23899.35,23900,50,1032545,1064002,40025,30084,0.751630231105559,31457,-9941,24200,24000
2026-07-23 00:00:00,2026-07-23 09:18:00,4,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:48:53Z,OK,362,,23904.05,23900,50,1051828,1080890,59308,46972,0.79200107911243,29062,-12336,24200,24000
2026-07-23 00:00:00,2026-07-23 09:19:00,5,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:49:52Z,OK,34,,23904.05,23900,50,1051828,1080890,59308,46972,0.79200107911243,29062,-12336,24200,24000
2026-07-23 00:00:00,2026-07-23 09:20:00,6,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:50:51Z,OK,38,,23910.55,23900,50,1051828,1080890,59308,46972,0.79200107911243,29062,-12336,24200,24000
2026-07-23 00:00:00,2026-07-23 09:21:00,7,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:51:58Z,OK,443,,23938.2,23950,50,1130090,980574,112770,71491,0.6339540657976412,-149516,-41279,24200,24000
2026-07-23 00:00:00,2026-07-23 09:22:00,8,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:52:54Z,OK,286,,23938.2,23950,50,1130090,980574,112770,71491,0.6339540657976412,-149516,-41279,24200,24000
2026-07-23 00:00:00,2026-07-23 09:23:00,9,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:53:54Z,OK,132,,23944.45,23950,50,1130090,980574,112770,71491,0.6339540657976412,-149516,-41279,24200,24000
2026-07-23 00:00:00,2026-07-23 09:24:00,10,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:54:52Z,OK,71,,23950.6,23950,50,1138191,998213,120871,89130,0.7373977215378379,-139978,-31741,24200,24000
2026-07-23 00:00:00,2026-07-23 09:25:00,11,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:55:51Z,OK,120,,23944.8,23950,50,1141419,1006025,124099,96942,0.7811666492074876,-135394,-27157,24200,24000
2026-07-23 00:00:00,2026-07-23 09:26:00,12,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:56:53Z,OK,50,,23941.6,23950,50,1144742,1011012,127422,101929,0.7999325077302193,-133730,-25493,24200,24000
2026-07-23 00:00:00,2026-07-23 09:27:00,13,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:57:53Z,OK,57,,23933.2,23950,50,1141503,1021385,124183,112302,0.9043266791750884,-120118,-11881,24000,24000
2026-07-23 00:00:00,2026-07-23 09:28:00,14,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:58:55Z,OK,372,,23927,23950,50,1142478,1026747,125158,117664,0.9401236836638489,-115731,-7494,24000,24000
2026-07-23 00:00:00,2026-07-23 09:29:00,15,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T03:59:52Z,OK,72,,23929.1,23950,50,1145457,1029080,128137,119997,0.936474242412418,-116377,-8140,24000,24000
2026-07-23 00:00:00,2026-07-23 09:30:00,16,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:00:55Z,OK,134,,23921.7,23900,50,1120179,1163508,127659,129590,1.015126234734723,43329,1931,24000,24000
2026-07-23 00:00:00,2026-07-23 09:31:00,17,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:01:52Z,OK,58,,23925.25,23950,50,1159430,1021136,142110,112053,0.7884948279501794,-138294,-30057,24000,24000
2026-07-23 00:00:00,2026-07-23 09:33:00,18,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:03:33Z,OK,578,,23913.4,23900,50,1141879,1157367,149359,123449,0.8265253516694675,15488,-25910,24000,24000
2026-07-23 00:00:00,2026-07-23 09:33:00,19,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:03:52Z,OK,261,,23913.4,23900,50,1141879,1157367,149359,123449,0.8265253516694675,15488,-25910,24000,24000
2026-07-23 00:00:00,2026-07-23 09:34:00,20,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:04:53Z,OK,617,,23916.85,23900,50,1157630,1164125,165110,130207,0.7886075949367088,6495,-34903,24000,24000
2026-07-23 00:00:00,2026-07-23 09:35:00,21,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:05:54Z,OK,43,,23912.4,23900,50,1157630,1164125,165110,130207,0.7886075949367088,6495,-34903,24000,24000
2026-07-23 00:00:00,2026-07-23 09:36:00,22,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-23T04:06:52Z,OK,365,,23893.9,23900,50,1166720,1166512,174200,132594,0.7611595866819747,-208,-41606,24000,24000
