date_ist,minute_bucket_ist,run_id,symbol,expiry_requested,expiry_used,asof_utc,nse_status,fetch_ms,warnings,spot,atm_strike,step,call_oi_sum,put_oi_sum,call_coi_sum,put_coi_sum,pcr_coi,net_oi,net_coi,call_wall_strike,put_wall_strike
2026-07-24 00:00:00,2026-07-24 09:15:00,1,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:45:56Z,OK,320,,23686.75,23700,50,726341,1051722,0,0,0,325381,0,24000,23500
2026-07-24 00:00:00,2026-07-24 09:17:00,2,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:47:08Z,OK,649,,23713.75,23700,50,840236,1060966,113895,9244,0.081162474208701,220730,-104651,24000,23500
2026-07-24 00:00:00,2026-07-24 09:17:00,3,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:47:54Z,OK,476,,23719.9,23700,50,904817,1101943,178476,50221,0.281387973733163,197126,-128255,24000,23500
2026-07-24 00:00:00,2026-07-24 09:18:00,4,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:48:54Z,OK,537,,23735.15,23750,50,1015003,1063514,223664,79156,0.35390585878818226,48511,-144508,24000,23500
2026-07-24 00:00:00,2026-07-24 09:19:00,5,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:49:57Z,OK,3124,,23751.15,23750,50,1034939,1093952,243600,109594,0.44989326765188836,59013,-134006,24000,23500
2026-07-24 00:00:00,2026-07-24 09:20:00,6,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:50:52Z,OK,78,,23746.25,23750,50,1034939,1093952,243600,109594,0.44989326765188836,59013,-134006,24000,23500
2026-07-24 00:00:00,2026-07-24 09:21:00,7,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:51:51Z,OK,72,,23756.95,23750,50,1046811,1120930,255472,136572,0.5345869606062504,74119,-118900,24000,23500
2026-07-24 00:00:00,2026-07-24 09:22:00,8,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:52:52Z,OK,56,,23755.45,23750,50,1059932,1151113,268593,166755,0.6208464107404139,91181,-101838,24000,23500
2026-07-24 00:00:00,2026-07-24 09:23:00,9,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:53:54Z,OK,1108,,23740.95,23750,50,1086092,1191139,294753,206781,0.701539933435792,105047,-87972,24000,23700
2026-07-24 00:00:00,2026-07-24 09:24:00,10,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:54:52Z,OK,188,,23740.95,23750,50,1086092,1191139,294753,206781,0.701539933435792,105047,-87972,24000,23700
2026-07-24 00:00:00,2026-07-24 09:25:00,11,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:55:52Z,OK,67,,23730.5,23750,50,1096921,1212859,305582,228501,0.7477567395985366,115938,-77081,24000,23700
2026-07-24 00:00:00,2026-07-24 09:26:00,12,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:56:51Z,OK,56,,23709.9,23700,50,1043478,1298837,317137,247115,0.7792058321797835,255359,-70022,24000,23700
2026-07-24 00:00:00,2026-07-24 09:27:00,13,NIFTY,2026-07-28 00:00:00,2026-07-28 00:00:00,2026-07-24T03:57:53Z,OK,110,,23698.65,23700,50,1048675,1306062,322334,254340,0.7890573132216893,257387,-67994,24000,23700
