date_ist,minute_bucket_ist,run_id,symbol,alert_code,state,severity,value,message,meta
2026-07-24 00:00:00,2026-07-24 09:15:00,1,NIFTY,REGIME_RANGE_PIN,ON,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|ON|2026-07-24 09:15"",""threshold"":0.001,""value"":0,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:15:00""}"
2026-07-24 00:00:00,2026-07-24 09:17:00,2,NIFTY,FLOW_BOTH_BUILDING,ON,MED,0.0088,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-07-24 09:17"",""threshold"":0.005,""value"":0.0088,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:17:00""}"
2026-07-24 00:00:00,2026-07-24 09:17:00,2,NIFTY,REGIME_TREND_UP,ON,MED,0.0011,Trend UP (slope + direction),"{""dedupe_key"":""NIFTY|REGIME_TREND_UP|ON|2026-07-24 09:17"",""threshold"":0.001,""value"":0.0011,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:17:00""}"
2026-07-24 00:00:00,2026-07-24 09:17:00,2,NIFTY,REGIME_RANGE_PIN,OFF,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|OFF|2026-07-24 09:17"",""threshold"":0.001,""value"":0,""since_minute_bucket_ist"":""2026-07-24 09:15"",""last_updated_ist"":""2026-07-24 09:17:00""}"
2026-07-24 00:00:00,2026-07-24 09:17:00,2,NIFTY,TAIL_RISK_SKEW_LOW,ON,LOW,0.08,Tail-risk skew low (PCR_COI low),"{""dedupe_key"":""NIFTY|TAIL_RISK_SKEW_LOW|ON|2026-07-24 09:17"",""threshold"":0.55,""value"":0.08,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:17:00""}"
2026-07-24 00:00:00,2026-07-24 09:18:00,4,NIFTY,OPTION_MOMENTUM_CALL,ON,MED,4,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|ON|2026-07-24 09:18"",""threshold"":1.5,""value"":4,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:18:00""}"
2026-07-24 00:00:00,2026-07-24 09:20:00,6,NIFTY,FLOW_BOTH_BUILDING,OFF,MED,0,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|OFF|2026-07-24 09:20"",""threshold"":0.005,""value"":0,""since_minute_bucket_ist"":""2026-07-24 09:17"",""last_updated_ist"":""2026-07-24 09:20:00""}"
2026-07-24 00:00:00,2026-07-24 09:20:00,6,NIFTY,REGIME_TREND_UP,OFF,MED,0.0025,Trend UP (slope + direction),"{""dedupe_key"":""NIFTY|REGIME_TREND_UP|OFF|2026-07-24 09:20"",""threshold"":0.001,""value"":0.0025,""since_minute_bucket_ist"":""2026-07-24 09:17"",""last_updated_ist"":""2026-07-24 09:20:00""}"
2026-07-24 00:00:00,2026-07-24 09:20:00,6,NIFTY,REGIME_TRANSITION_UNCERTAIN,ON,LOW,1,Transition/uncertain regime,"{""dedupe_key"":""NIFTY|REGIME_TRANSITION_UNCERTAIN|ON|2026-07-24 09:20"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:20:00""}"
2026-07-24 00:00:00,2026-07-24 09:21:00,7,NIFTY,FLOW_BOTH_BUILDING,ON,MED,0.0115,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-07-24 09:21"",""threshold"":0.005,""value"":0.0115,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-24 09:21:00""}"
