date_ist,minute_bucket_ist,run_id,symbol,expiry_used,strike,call_oi,call_coi,put_oi,put_coi,row_status,call_vol,call_iv,call_ltp,call_chg,call_buy_qty,call_sell_qty,put_vol,put_iv,put_ltp,put_chg,put_buy_qty,put_sell_qty
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,23800,9681,0,74886,0,OK,881,0,411,-47.1,142350,29055,9902,14.36,20.9,-2.05,2386865,254475
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,23850,1845,0,26652,0,OK,19,0,367.15,-48,152685,25935,5188,14.2,26.35,-1.6,2481700,106600
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,23900,13326,0,59965,0,OK,528,0,327.45,-42.8,143520,37180,7265,14.04,33.2,-1.25,2956395,225485
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,23950,5167,0,28489,0,OK,252,0,283.15,-46.45,133185,23855,4881,13.82,42.3,0.05,2438735,270660
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24000,55541,0,139785,0,OK,1889,4.46,245.55,-43.55,208650,60385,12951,13.67,53.05,1.1,5141695,588575
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24050,8493,0,31917,0,OK,1173,7.43,210.1,-41.4,163670,34125,5487,13.54,66.15,2.5,2682615,137540
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24100,30625,0,66673,0,OK,4069,8.04,176.9,-38.25,226720,76570,11343,13.45,81,3.7,3343665,288405
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24150,19836,0,49180,0,OK,6545,8.58,145.95,-36.05,1773915,63765,10978,13.49,100,5.85,2670915,270595
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24200,107971,0,136116,0,OK,21198,8.85,117.45,-34,4258800,211185,28541,13.45,122.85,9.65,6386055,606645
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24250,47881,0,46268,0,OK,19301,9.05,93.55,-30.6,2710110,213005,17114,13.51,147.4,11.65,2796690,175500
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24300,86465,0,41676,0,OK,17656,9.16,71.65,-28.55,4019145,251940,12291,13.62,178.6,17.9,3478215,219310
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24350,26324,0,8817,0,OK,7854,9.26,54.4,-24.25,2542735,110110,2172,13.9,211.25,22.15,1182545,45175
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24400,58376,0,14185,0,OK,10465,9.34,40.45,-20.2,2808715,212875,2800,13.89,247.15,26.2,262600,101985
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24450,49408,0,2823,0,OK,9006,9.31,29.75,-15.8,3194555,98540,514,14.4,284.7,27.3,173615,37830
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24500,105618,0,14672,0,OK,18488,9.39,21.25,-13,3860805,299260,1327,14.84,325,30.3,172380,121485
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24550,25102,0,823,0,OK,9466,9.45,15.25,-9.65,3029000,96460,141,15.3,371.55,36.45,45890,25415
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,2026-08-04 00:00:00,24600,111160,0,3728,0,OK,15534,9.54,10.8,-7.1,4481555,210080,1482,16.08,417.45,41.7,169260,28405
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,23800,9684,3,74590,-296,OK,1115,0,419.2,-38.9,134745,23530,20122,14.15,19.2,-3.75,2463240,241475
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,23850,1863,18,27585,933,OK,232,0,372.8,-42.35,157235,25610,15869,14.02,24.15,-3.8,2287870,123695
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,23900,13301,-25,60558,593,OK,1163,0,329.1,-41.15,144170,38220,17379,13.95,30.6,-3.85,2491710,247455
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,23950,5294,127,29282,793,OK,741,0,288,-41.6,138710,28405,11122,13.84,38.2,-4.05,2190305,294255
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24000,55666,125,139079,-706,OK,4629,0,249.15,-39.95,210340,58565,32465,13.87,48.55,-3.4,2944565,535535
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24050,8970,477,32191,274,OK,2690,0,211.75,-39.75,160160,43615,13748,13.97,61.15,-2.5,2377960,158795
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24100,32006,1381,68436,1763,OK,11143,0,176.45,-38.7,244335,90610,26960,14.02,77.4,0.1,2840890,361075
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24150,20277,441,51513,2333,OK,15091,4.88,145.05,-36.95,1211405,92690,25003,14.12,96.4,2.25,2737930,354965
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24200,112036,4065,146596,10480,OK,55373,6.03,117.25,-34.2,2983305,279630,66963,14.32,118.25,5.05,3259230,814450
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24250,53529,5648,51200,4932,OK,45206,6.64,92.7,-31.45,2728765,286975,37852,14.68,143.8,8.05,2839525,258895
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24300,90151,3686,42896,1220,OK,37144,7.12,72.35,-27.85,3006900,303290,26576,14.95,171.45,10.75,2745340,271765
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24350,27644,1320,9418,601,OK,18598,7.41,54.55,-24.1,2573675,124020,5750,15.51,203.95,14.85,1806415,54925
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24400,60634,2258,14342,157,OK,26216,7.62,40.2,-20.45,2783170,190645,5806,16.04,239.2,18.25,208195,123305
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24450,53054,3646,2718,-105,OK,21607,7.82,28.6,-16.95,2634840,137735,1352,16.7,278.35,20.95,140400,38740
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24500,108933,3315,14680,8,OK,42621,8.01,20.5,-13.75,3170635,372515,2813,17.61,321.3,26.6,199485,132795
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24550,25742,640,771,-52,OK,20250,8.23,14.55,-10.35,2787330,135720,409,18.43,363.2,28.1,43940,28210
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,2026-08-04 00:00:00,24600,115113,3953,3316,-412,OK,30733,8.43,10.15,-7.75,3123315,295555,3048,19.47,407.65,31.9,142155,31395
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,2026-08-04 00:00:00,23800,9684,3,74590,-296,OK,1115,0,419.2,-38.9,134745,23530,20122,14.15,19.2,-3.75,2463240,241475
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,2026-08-04 00:00:00,23850,1863,18,27585,933,OK,232,0,372.8,-42.35,157235,25610,15869,14.02,24.15,-3.8,2287870,123695
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,2026-08-04 00:00:00,23900,13301,-25,60558,593,OK,1163,0,329.1,-41.15,144170,38220,17379,13.95,30.6,-3.85,2491710,247455
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,2026-08-04 00:00:00,23950,5294,127,29282,793,OK,741,0,288,-41.6,138710,28405,11122,13.84,38.2,-4.05,2190305,294255
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,2026-08-04 00:00:00,24000,55666,125,139079,-706,OK,4629,0,249.15,-39.95,210340,58565,32465,13.87,48.55,-3.4,2944565,535535
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,2026-08-04 00:00:00,24050,8970,477,32191,274,OK,2690,0,211.75,-39.75,160160,43615,13748,13.97,61.15,-2.5,2377960,158795
