date_ist,minute_bucket_ist,run_id,symbol,nse_status,spot,Δspot,call_oi_sum,Δcall_oi,put_oi_sum,Δput_oi,call_coi_sum,Δcall_coi,put_coi_sum,Δput_coi,net_diff,expected_move,churn,commitment,tv_ratio,tv_ratio_z,top_call_write_strike,top_call_write_score,top_put_write_strike,top_put_write_score,top_call_unwind_strike,top_call_unwind_score,top_put_unwind_strike,top_put_unwind_score,bucket_epoch_ms,expiry_used,atm_strike,overlap_strikes,d_call_oi_aligned,d_put_oi_aligned,call_oi_prev_aligned,put_oi_prev_aligned,call_oi_pct_aligned,put_oi_pct_aligned,d_net_oi_1m,total_vol_cum,d_total_vol_1m,d_total_vol_5m,atm_call_ltp,atm_put_ltp,d_atm_call_ltp_1m,d_atm_put_ltp_1m,d_atm_call_vol_1m,d_atm_put_vol_1m,call_wall_above,put_wall_below,call_wall_above_oi,put_wall_below_oi,d_call_wall_oi_5m,d_put_wall_oi_5m,call_wall_oi_pct_5m,put_wall_oi_pct_5m,d_expected_move_1m,d_expected_move_5m,expected_move_z,strict_call_wall,strict_call_wall_oi,strict_put_wall,strict_put_wall_oi,strict_call_wall_dist,strict_put_wall_dist
2026-07-30 00:00:00,2026-07-30 09:15:00,1,NIFTY,OK,24224.2,0,762819,0,746655,0,0,0,0,0,0,240.3,0,0,0.32645261367671535,0,0,0,0,0,0,0,0,0,1785383149827,2026-08-04 00:00:00,24200,0,0,0,0,0,0,0,0,278701,0,0,117.45,122.85,0,0,0,0,24600,24000,111160,139785,0,0,0,0,0,0,0,24600,111160,24000,139785,375.8,224.2
2026-07-30 00:00:00,2026-07-30 09:16:00,2,NIFTY,OK,24218.65,-5.549999999999272,793897,31078,769171,22516,31078,31078,22516,22516,-8562,235.5,0.2361304818472389,0.14520656320443906,0.3153174460516728,0,24250,177629.6,23850,3545.3999999999996,0,0,24600,13142.8,1785383211334,2026-08-04 00:00:00,24200,17,31078,22516,762819,746655,0.04074098836027944,0.03015582832767476,53594,647789,369088,369088,117.25,118.25,-0.20000000000000284,-4.599999999999994,34175,38422,24600,24200,115113,146596,0,0,0,0,-4.800000000000011,0,0,24600,115113,24000,139079,381.35,218.65
2026-07-30 00:00:00,2026-07-30 09:17:00,3,NIFTY,OK,24218.65,0,793897,0,769171,0,31078,0,22516,0,0,235.5,0.2361304818472389,0.14520656320443906,0.3153174460516728,0,24250,177629.6,23850,3545.3999999999996,0,0,24600,13142.8,1785383271070,2026-08-04 00:00:00,24200,17,0,0,793897,769171,0,0,0,647789,0,369088,117.25,118.25,0,0,0,0,24600,24200,115113,146596,0,0,0,0,0,0,0,24600,115113,24000,139079,381.35,218.65
2026-07-30 00:00:00,2026-07-30 09:18:00,4,NIFTY,OK,24246.75,28.099999999998545,841626,21642,729136,34074,54882,23804,56901,34385,12432,234.9,0.3961434004642333,0.17566979029227944,0.3213739737661601,0,24200,216120.15,24200,77097.9,0,0,24600,9878.4,1785383330066,2026-08-04 00:00:00,24250,16,21642,34074,784213,694581,0.02759709415681709,0.04905691344853948,55716,903587,253159,622247,101.6,133.3,8.899999999999991,-10.5,13503,14341,24600,24200,116434,159479,0,0,0,0,-0.5999999999999943,0,0,24600,116434,24000,140083,353.25,246.75
2026-07-30 00:00:00,2026-07-30 09:19:00,5,NIFTY,OK,24261.9,15.150000000001455,868438,26812,782989,53853,81694,26812,110754,53853,27041,242.2,0.7248240461128467,0.158710068722149,0.3268162671934989,1.1373752004682718,24250,85799,24200,430342.25,0,0,0,0,1785383390408,2026-08-04 00:00:00,24250,17,26812,53853,841626,729136,0.031857380831865935,0.07385864914090101,80665,1478334,574747,1196994,118.2,124,16.60000000000001,-9.300000000000011,53936,28563,24600,24200,117857,175061,0,0,0,0,7.299999999999983,0,1.5146310041366753,24600,117857,24000,138694,338.1,261.9
2026-07-30 00:00:00,2026-07-30 09:20:00,6,NIFTY,OK,24259.65,-2.25,875664,7226,808447,25458,88920,7226,136212,25458,18232,236.05,0.8427645208659049,0.1568784528245787,0.3172334871756069,-0.6583330303016276,24250,207746.75,24200,490576.25,0,0,24600,186.3,1785383450807,2026-08-04 00:00:00,24250,17,7226,25458,868438,782989,0.008320686105398429,0.032513866733759986,32684,1700649,222315,1419309,110.9,125.15,-7.299999999999997,1.1500000000000057,19819,14709,24600,24200,117119,181751,5959,0,0.05360741273839511,0,-6.149999999999977,-4.25,-0.4866625763093207,24600,117119,24000,140927,340.35,259.65
2026-07-30 00:00:00,2026-07-30 09:21:00,7,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785383509696,2026-08-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-30 00:00:00,2026-07-30 09:22:00,8,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785383570918,2026-08-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-30 00:00:00,2026-07-30 09:23:00,9,NIFTY,OK,24273,13.349999999998545,915409,39745,874336,65889,128665,39745,202101,65889,26144,238.7,0.8660194608729177,0.17723042103184997,0.3197202271980472,-0.13343194396203786,24300,63911.1,24200,1034915.2000000001,0,0,0,0,1785383630229,2026-08-04 00:00:00,24250,17,39745,65889,875664,808447,0.04538841382082625,0.08150070443702556,105634,2200382,499733,1549954,122,116.7,11.099999999999994,-8.450000000000003,49977,32408,24600,24200,120622,194918,5509,48322,0.047857322804548574,0.3296270021010123,2.6499999999999773,3.1999999999999886,0.42204105470755265,24600,120622,24000,146918,327,273
2026-07-30 00:00:00,2026-07-30 09:24:00,10,NIFTY,OK,24273,0,915409,0,874336,0,128665,0,202101,0,0,238.7,0.8660194608729177,0.17723042103184997,0.3197202271980472,-0.12467549847873238,24300,63911.1,24200,1034915.2000000001,0,0,0,0,1785383690290,2026-08-04 00:00:00,24250,17,0,0,915409,874336,0,0,0,2200382,0,1549954,122,116.7,0,0,0,0,24600,24200,120622,194918,5509,48322,0.047857322804548574,0.3296270021010123,0,3.1999999999999886,0.39046041910554585,24600,120622,24000,146918,327,273
