date_ist,minute_bucket_ist,run_id,symbol,expiry_used,signal,strike,moneyness,setup,confidence,reason,stop_underlying,target_underlying,stop_premium_pct,target_premium_pct
2026-07-28 00:00:00,2026-07-28 09:26:00,12,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,PIN_BREAK,63,"Pin break DOWN setup | PUT_MOM,COMMITTED,PIN",,,,
2026-07-28 00:00:00,2026-07-28 09:31:00,17,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-07-28 00:00:00,2026-07-28 09:34:00,20,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:38:00,24,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,66,"Breakout UP setup (waiting for flow/momentum/unwind) | COMMITTED,PIN",,,,
2026-07-28 00:00:00,2026-07-28 09:39:00,25,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:40:00,26,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | CALL_MOM,,,,
2026-07-28 00:00:00,2026-07-28 09:41:00,27,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:42:00,28,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_UP,,,,
2026-07-28 00:00:00,2026-07-28 09:43:00,29,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:44:00,30,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:45:00,31,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | PUT_MOM,,,,
2026-07-28 00:00:00,2026-07-28 09:46:00,32,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:47:00,33,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:49:00,35,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 09:50:00,36,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | PIN,,,,
2026-07-28 00:00:00,2026-07-28 09:52:00,38,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ITM1,PIN_BREAK,63,"Pin break DOWN setup | PUT_MOM,COMMITTED,PIN",,,,
2026-07-28 00:00:00,2026-07-28 09:53:00,39,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ITM1,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-07-28 00:00:00,2026-07-28 09:56:00,42,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-07-28 00:00:00,2026-07-28 09:57:00,43,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,PIN",,,,
2026-07-28 00:00:00,2026-07-28 10:03:00,49,NIFTY,2026-07-28 00:00:00,ENTRY_PUT,24000,ATM,BREAKOUT_DOWN,82,"Breakout DOWN held + bearish flow + PUT momentum | VOL_EXP,PUT_MOM,COMMITTED,PIN",24025.95,23875.95,-30,40
2026-07-28 00:00:00,2026-07-28 10:04:00,50,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,VOL_EXP",,,,
2026-07-28 00:00:00,2026-07-28 10:05:00,51,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ITM1,BREAKOUT_DOWN,54,"Breakout DOWN setup (waiting for flow/momentum/unwind) | VOL_EXP,COMMITTED,WALL_SHIFT",,,,
2026-07-28 00:00:00,2026-07-28 10:15:00,61,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | CALL_MOM,TAIL_LOW",,,,
2026-07-28 00:00:00,2026-07-28 10:16:00,62,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,54,"Breakout UP setup (waiting for flow/momentum/unwind) | CALL_MOM,COMMITTED,WALL_SHIFT,TAIL_LOW,PIN",,,,
2026-07-28 00:00:00,2026-07-28 10:17:00,63,NIFTY,2026-07-28 00:00:00,ENTRY_CALL,24000,ATM,BREAKOUT_UP,78,"Breakout UP held + bullish flow + CALL momentum | CALL_MOM,WALL_UNWIND_UP,COMMITTED,PIN",23953.05,24103.05,-30,40
2026-07-28 00:00:00,2026-07-28 10:18:00,64,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,WALL_UNWIND_UP",,,,
2026-07-28 00:00:00,2026-07-28 10:31:00,77,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,PIN_BREAK,63,"Pin break UP setup | CALL_MOM,COMMITTED,PIN",,,,
2026-07-28 00:00:00,2026-07-28 10:34:00,80,NIFTY,2026-07-28 00:00:00,ENTRY_CALL,24000,ATM,BREAKOUT_UP,70,"Breakout UP held + bullish flow + CALL momentum | CALL_MOM,WALL_UNWIND_UP,PIN",23951.5,24101.5,-30,40
2026-07-28 00:00:00,2026-07-28 10:38:00,84,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_UP,,,,
2026-07-28 00:00:00,2026-07-28 10:39:00,85,NIFTY,2026-07-28 00:00:00,SETUP_CALL,23950,ITM1,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_UP,,,,
2026-07-28 00:00:00,2026-07-28 10:40:00,86,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | CALL_MOM,WALL_UNWIND_UP",,,,
2026-07-28 00:00:00,2026-07-28 10:41:00,87,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_UP,PIN",,,,
2026-07-28 00:00:00,2026-07-28 10:42:00,88,NIFTY,2026-07-28 00:00:00,ENTRY_CALL,24000,ATM,BREAKOUT_UP,74,"Breakout UP held + bullish flow + CALL momentum | CALL_MOM,WALL_UNWIND_UP,PIN",23963.3,24113.3,-30,40
2026-07-28 00:00:00,2026-07-28 10:43:00,89,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,WALL_UNWIND_UP",,,,
2026-07-28 00:00:00,2026-07-28 10:44:00,90,NIFTY,2026-07-28 00:00:00,ENTRY_CALL,23950,ITM1,BREAKOUT_UP,82,"Breakout UP held + bullish flow + CALL momentum | VOL_EXP,CALL_MOM,WALL_UNWIND_UP,COMMITTED,PIN,FOMO",23969.15,24119.15,-30,40
2026-07-28 00:00:00,2026-07-28 10:45:00,91,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ITM1,BREAKOUT_UP,58,"Breakout UP held + bullish flow + CALL momentum | gated (time/limit) | TRADE_LIMIT,VOL_EXP,CALL_MOM,COMMITTED,WALL_SHIFT,FOMO",,,,
2026-07-28 00:00:00,2026-07-28 10:46:00,92,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ITM1,BREAKOUT_UP,58,"Breakout UP setup (waiting for flow/momentum/unwind) | VOL_EXP,FOMO",,,,
2026-07-28 00:00:00,2026-07-28 10:48:00,94,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_UP,,,,
2026-07-28 00:00:00,2026-07-28 10:52:00,98,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24050,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | RANGE,,,,
2026-07-28 00:00:00,2026-07-28 11:02:00,108,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 11:03:00,109,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind),,,,
2026-07-28 00:00:00,2026-07-28 11:05:00,111,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,PIN_BREAK,55,"Pin break DOWN setup | PIN,RANGE",,,,
2026-07-28 00:00:00,2026-07-28 11:12:00,118,NIFTY,2026-07-28 00:00:00,ENTRY_PUT,24000,ATM,PIN_BREAK,72,"Pin break DOWN + PUT momentum + confirm | PUT_MOM,WALL_UNWIND_DOWN,COMMITTED,PIN,RANGE",24060.3,23910.3,-30,40
2026-07-28 00:00:00,2026-07-28 11:13:00,119,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | TRADE_LIMIT,WALL_UNWIND_DOWN,RANGE",,,,
2026-07-28 00:00:00,2026-07-28 11:17:00,123,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-07-28 00:00:00,2026-07-28 11:18:00,124,NIFTY,2026-07-28 00:00:00,SETUP_CALL,24000,ATM,BREAKOUT_UP,58,Breakout UP setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,,,,
2026-07-28 00:00:00,2026-07-28 11:26:00,132,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24050,ITM1,PIN_BREAK,63,"Pin break DOWN setup | COMMITTED,PIN,RANGE",,,,
2026-07-28 00:00:00,2026-07-28 11:31:00,137,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,RANGE",,,,
2026-07-28 00:00:00,2026-07-28 11:32:00,138,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,RANGE",,,,
2026-07-28 00:00:00,2026-07-28 11:33:00,139,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,Breakout DOWN setup (waiting for flow/momentum/unwind) | RANGE,,,,
2026-07-28 00:00:00,2026-07-28 11:34:00,140,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,58,"Breakout DOWN setup (waiting for flow/momentum/unwind) | PUT_MOM,WALL_UNWIND_UP",,,,
2026-07-28 00:00:00,2026-07-28 11:35:00,141,NIFTY,2026-07-28 00:00:00,SETUP_PUT,24000,ATM,BREAKOUT_DOWN,46,"Breakout DOWN setup (waiting for flow/momentum/unwind) | WALL_UNWIND_DOWN,WALL_SHIFT,PIN",,,,
