date_ist,minute_bucket_ist,run_id,symbol,nse_status,spot,Δspot,call_oi_sum,Δcall_oi,put_oi_sum,Δput_oi,call_coi_sum,Δcall_coi,put_coi_sum,Δput_coi,net_diff,expected_move,churn,commitment,tv_ratio,tv_ratio_z,top_call_write_strike,top_call_write_score,top_put_write_strike,top_put_write_score,top_call_unwind_strike,top_call_unwind_score,top_put_unwind_strike,top_put_unwind_score,bucket_epoch_ms,expiry_used,atm_strike,overlap_strikes,d_call_oi_aligned,d_put_oi_aligned,call_oi_prev_aligned,put_oi_prev_aligned,call_oi_pct_aligned,put_oi_pct_aligned,d_net_oi_1m,total_vol_cum,d_total_vol_1m,d_total_vol_5m,atm_call_ltp,atm_put_ltp,d_atm_call_ltp_1m,d_atm_put_ltp_1m,d_atm_call_vol_1m,d_atm_put_vol_1m,call_wall_above,put_wall_below,call_wall_above_oi,put_wall_below_oi,d_call_wall_oi_5m,d_put_wall_oi_5m,call_wall_oi_pct_5m,put_wall_oi_pct_5m,d_expected_move_1m,d_expected_move_5m,expected_move_z
2026-07-28 00:00:00,2026-07-28 09:15:00,1,NIFTY,OK,24002.4,0,1391898,0,1426152,0,0,0,0,0,0,95.5,0,0,0.11515159164920827,0,0,0,0,0,0,0,0,0,1785210350677,2026-07-28 00:00:00,24000,0,0,0,0,0,0,0,0,1038207,0,0,39.45,56.05,0,0,0,0,24200,24000,226746,208738,0,0,0,0,0,0,0
2026-07-28 00:00:00,2026-07-28 09:16:00,2,NIFTY,OK,24002.4,0,1391898,0,1426152,0,0,0,0,0,0,95.5,0,0,0.11515159164920827,0,0,0,0,0,0,0,0,0,1785210411046,2026-07-28 00:00:00,24000,17,0,0,1391898,1426152,0,0,0,1038207,0,0,39.45,56.05,0,0,0,0,24200,24000,226746,208738,0,0,0,0,0,0,0
2026-07-28 00:00:00,2026-07-28 09:17:00,3,NIFTY,OK,24004.95,2.5499999999992724,1435762,43864,1450371,24219,43864,43864,24219,24219,-19645,87.69999999999999,0.730503064134605,0.03229239838753819,0.07635837187551991,0,24000,547728.5,23950,95886,0,0,24200,2070.25,1785210469702,2026-07-28 00:00:00,24000,17,43864,24219,1391898,1426152,0.03151380345398873,0.016982060818201708,68083,3146536,2108329,2108329,46.9,40.8,7.449999999999996,-15.25,218660,189850,24200,24000,229122,214585,0,0,0,0,-7.800000000000011,0,0
2026-07-28 00:00:00,2026-07-28 09:18:00,4,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785210529940,2026-07-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,OK,24014.35,9.399999999997817,1607122,171360,1620537,170166,215224,171360,194385,170166,-1194,91.35,1.0785656105555141,0.11766174256199367,0.07782513270722854,0,24000,1529519.9,24000,694726.2,0,0,24300,481.40000000000003,1785210590006,2026-07-28 00:00:00,24000,17,171360,170166,1435762,1450371,0.11935125738109797,0.11732584283607436,341526,4519449,1372913,3481242,54.1,37.25,7.200000000000003,-3.549999999999997,147992,116988,24000,24000,261513,263875,0,0,0,0,3.6500000000000057,0,0
2026-07-28 00:00:00,2026-07-28 09:20:00,6,NIFTY,OK,24036.2,21.850000000002183,1819600,175834,1849584,351732,393587,178363,550025,355640,175898,89.95,1.9793253758873908,0.12904286934446485,0.07791230241251307,-0.7865956037350829,24050,1046308.6,24000,3197774.5,23700,4568.85,0,0,1785210650676,2026-07-28 00:00:00,24050,16,175834,351732,1598943,1496963,0.1099688982033756,0.23496372321827594,527566,8248288,3781267,7262509,37.5,52.45,7.300000000000001,-12.049999999999997,365340,164602,24200,24000,260473,368228,0,0,0,0,-1.3999999999999915,0,-0.6643041551133669
2026-07-28 00:00:00,2026-07-28 09:21:00,7,NIFTY,OK,24035,-1.2000000000007276,1882513,62913,1947900,98316,456500,62913,648341,98316,35403,89.35,2.1313967971599928,0.13454023882520244,0.07577849363399294,-0.7725458361010475,24050,1238558.75,24000,3966277.5,23700,5516,0,0,1785210710219,2026-07-28 00:00:00,24050,17,62913,98316,1819600,1849584,0.03457518135854034,0.05315573664132043,161229,9149909,901621,8164130,37.65,51.7,0.14999999999999858,-0.75,80455,41149,24200,24000,262179,402688,35433,193950,0.15626736524569343,0.9291552089221895,-0.6000000000000085,-6.150000000000006,-0.7397704955343062
2026-07-28 00:00:00,2026-07-28 09:22:00,8,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785210770021,2026-07-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-28 00:00:00,2026-07-28 09:23:00,9,NIFTY,OK,24019.9,-15.099999999998545,1889557,46236,2190566,108439,497659,41159,764414,116073,62203,89.95,2.2190718270012937,0.13839928182701158,0.07663060871791404,-0.6475596313643767,24050,1994926.95,24000,4089123.9999999995,0,0,0,0,1785210829842,2026-07-28 00:00:00,24000,16,46236,108439,1835207,1947012,0.02519388820988586,0.055695085597828875,154675,10205577,889956,9054086,57,32.95,-8.549999999999997,3.5500000000000043,73817,97961,24000,24000,282695,450698,0,241960,0,1.1591564545027737,0.6000000000000085,-5.549999999999997,-0.48877835651014323
2026-07-28 00:00:00,2026-07-28 09:24:00,10,NIFTY,BLOCKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785210894448,2026-07-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
