date_ist,minute_bucket_ist,run_id,symbol,alert_code,state,severity,value,message,meta
2026-07-28 00:00:00,2026-07-28 09:15:00,1,NIFTY,REGIME_RANGE_PIN,ON,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|ON|2026-07-28 09:15"",""threshold"":0.001,""value"":0,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:15:00""}"
2026-07-28 00:00:00,2026-07-28 09:15:00,1,NIFTY,PIN_BASIC,ON,LOW,37.5,Spot near a local wall (pin zone),"{""dedupe_key"":""NIFTY|PIN_BASIC|ON|2026-07-28 09:15"",""threshold"":37.5,""value"":37.5,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:15:00""}"
2026-07-28 00:00:00,2026-07-28 09:17:00,3,NIFTY,FLOW_BOTH_BUILDING,ON,MED,0.017,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-07-28 09:17"",""threshold"":0.005,""value"":0.017,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:17:00""}"
2026-07-28 00:00:00,2026-07-28 09:17:00,3,NIFTY,OPTION_MOMENTUM_CALL,ON,MED,7.45,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|ON|2026-07-28 09:17"",""threshold"":1.5,""value"":7.45,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:17:00""}"
2026-07-28 00:00:00,2026-07-28 09:18:00,4,NIFTY,DATA_INCOMPLETE,ON,HIGH,0,"Data incomplete: nse_status=BLOCKED, strikes=0, spot=24004.95","{""dedupe_key"":""NIFTY|DATA_INCOMPLETE|ON|2026-07-28 09:18"",""threshold"":17,""value"":0,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:18:00""}"
2026-07-28 00:00:00,2026-07-28 09:18:00,4,NIFTY,FLOW_BOTH_BUILDING,OFF,MED,0.017,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|OFF|2026-07-28 09:18"",""threshold"":0.005,""value"":0.017,""since_minute_bucket_ist"":""2026-07-28 09:17"",""last_updated_ist"":""2026-07-28 09:18:00""}"
2026-07-28 00:00:00,2026-07-28 09:18:00,4,NIFTY,REGIME_RANGE_PIN,OFF,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|OFF|2026-07-28 09:18"",""threshold"":0.001,""value"":0,""since_minute_bucket_ist"":""2026-07-28 09:15"",""last_updated_ist"":""2026-07-28 09:18:00""}"
2026-07-28 00:00:00,2026-07-28 09:18:00,4,NIFTY,PIN_BASIC,OFF,LOW,37.5,Spot near a local wall (pin zone),"{""dedupe_key"":""NIFTY|PIN_BASIC|OFF|2026-07-28 09:18"",""threshold"":37.5,""value"":37.5,""since_minute_bucket_ist"":""2026-07-28 09:15"",""last_updated_ist"":""2026-07-28 09:18:00""}"
2026-07-28 00:00:00,2026-07-28 09:18:00,4,NIFTY,OPTION_MOMENTUM_CALL,OFF,MED,7.45,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|OFF|2026-07-28 09:18"",""threshold"":1.5,""value"":7.45,""since_minute_bucket_ist"":""2026-07-28 09:17"",""last_updated_ist"":""2026-07-28 09:18:00""}"
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,DATA_INCOMPLETE,OFF,HIGH,17,"Data incomplete: nse_status=BLOCKED, strikes=0, spot=24004.95","{""dedupe_key"":""NIFTY|DATA_INCOMPLETE|OFF|2026-07-28 09:19"",""threshold"":17,""value"":17,""since_minute_bucket_ist"":""2026-07-28 09:18"",""last_updated_ist"":""2026-07-28 09:19:00""}"
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,FLOW_BOTH_BUILDING,ON,MED,0.1173,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-07-28 09:19"",""threshold"":0.005,""value"":0.1173,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:19:00""}"
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,REGIME_TRANSITION_UNCERTAIN,ON,LOW,1,Transition/uncertain regime,"{""dedupe_key"":""NIFTY|REGIME_TRANSITION_UNCERTAIN|ON|2026-07-28 09:19"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:19:00""}"
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,PIN_BASIC,ON,LOW,37.5,Spot near a local wall (pin zone),"{""dedupe_key"":""NIFTY|PIN_BASIC|ON|2026-07-28 09:19"",""threshold"":37.5,""value"":37.5,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:19:00""}"
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,OPTION_MOMENTUM_CALL,ON,MED,7.2,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|ON|2026-07-28 09:19"",""threshold"":1.5,""value"":7.2,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:19:00""}"
2026-07-28 00:00:00,2026-07-28 09:19:00,5,NIFTY,WALL_SHIFT_REGIME,ON,MED,1,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|ON|2026-07-28 09:19"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-07-28 09:19:00""}"
