date_ist,minute_bucket_ist,run_id,symbol,alert_code,state,severity,value,message,meta
2026-08-06 00:00:00,2026-08-06 09:15:00,1,NIFTY,REGIME_RANGE_PIN,ON,LOW,0,Range / pin (inside local walls),"{""dedupe_key"":""NIFTY|REGIME_RANGE_PIN|ON|2026-08-06 09:15"",""threshold"":0.001,""value"":0,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:15:00""}"
2026-08-06 00:00:00,2026-08-06 09:15:00,1,NIFTY,TAIL_RISK_SKEW_LOW,ON,LOW,0.3,Tail-risk skew low (PCR_COI low),"{""dedupe_key"":""NIFTY|TAIL_RISK_SKEW_LOW|ON|2026-08-06 09:15"",""threshold"":0.55,""value"":0.3,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:15:00""}"
2026-08-06 00:00:00,2026-08-06 09:17:00,3,NIFTY,FLOW_BOTH_BUILDING,ON,MED,0.0057,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|ON|2026-08-06 09:17"",""threshold"":0.005,""value"":0.0057,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:17:00""}"
2026-08-06 00:00:00,2026-08-06 09:17:00,3,NIFTY,PIN_BASIC,ON,LOW,37.5,Spot near a local wall (pin zone),"{""dedupe_key"":""NIFTY|PIN_BASIC|ON|2026-08-06 09:17"",""threshold"":37.5,""value"":37.5,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:17:00""}"
2026-08-06 00:00:00,2026-08-06 09:17:00,3,NIFTY,TAIL_RISK_SKEW_HIGH,ON,MED,6.21,Downside tail-risk skew elevated (PCR_COI high),"{""dedupe_key"":""NIFTY|TAIL_RISK_SKEW_HIGH|ON|2026-08-06 09:17"",""threshold"":1.9,""value"":6.21,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:17:00""}"
2026-08-06 00:00:00,2026-08-06 09:17:00,3,NIFTY,TAIL_RISK_SKEW_LOW,OFF,LOW,6.21,Tail-risk skew low (PCR_COI low),"{""dedupe_key"":""NIFTY|TAIL_RISK_SKEW_LOW|OFF|2026-08-06 09:17"",""threshold"":0.55,""value"":6.21,""since_minute_bucket_ist"":""2026-08-06 09:15"",""last_updated_ist"":""2026-08-06 09:17:00""}"
2026-08-06 00:00:00,2026-08-06 09:17:00,3,NIFTY,WALL_SHIFT_REGIME,ON,MED,1,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|ON|2026-08-06 09:17"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:17:00""}"
2026-08-06 00:00:00,2026-08-06 09:18:00,4,NIFTY,FLOW_BOTH_BUILDING,OFF,MED,-0.0126,Both sides building (straddle build) → higher chop risk,"{""dedupe_key"":""NIFTY|FLOW_BOTH_BUILDING|OFF|2026-08-06 09:18"",""threshold"":0.005,""value"":-0.0126,""since_minute_bucket_ist"":""2026-08-06 09:17"",""last_updated_ist"":""2026-08-06 09:18:00""}"
2026-08-06 00:00:00,2026-08-06 09:18:00,4,NIFTY,FLOW_BULLISH_BUILD,ON,HIGH,0.119,Bullish build (premium-confirmed writing / support),"{""dedupe_key"":""NIFTY|FLOW_BULLISH_BUILD|ON|2026-08-06 09:18"",""threshold"":0.005,""value"":0.119,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:18:00""}"
2026-08-06 00:00:00,2026-08-06 09:18:00,4,NIFTY,OPTION_MOMENTUM_CALL,ON,MED,2.15,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|ON|2026-08-06 09:18"",""threshold"":1.5,""value"":2.15,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:18:00""}"
2026-08-06 00:00:00,2026-08-06 09:18:00,4,NIFTY,STEALTH_BUILD_BULL,ON,MED,0.119,"Stealth bullish build (puts build, spot flat)","{""dedupe_key"":""NIFTY|STEALTH_BUILD_BULL|ON|2026-08-06 09:18"",""threshold"":0.008,""value"":0.119,""since_minute_bucket_ist"":"""",""last_updated_ist"":""2026-08-06 09:18:00""}"
2026-08-06 00:00:00,2026-08-06 09:18:00,4,NIFTY,WALL_SHIFT_REGIME,OFF,MED,1,Wall strike shifted materially (>= 1 step),"{""dedupe_key"":""NIFTY|WALL_SHIFT_REGIME|OFF|2026-08-06 09:18"",""threshold"":1,""value"":1,""since_minute_bucket_ist"":""2026-08-06 09:17"",""last_updated_ist"":""2026-08-06 09:18:00""}"
2026-08-06 00:00:00,2026-08-06 09:19:00,5,NIFTY,FLOW_BULLISH_BUILD,OFF,HIGH,0,Bullish build (premium-confirmed writing / support),"{""dedupe_key"":""NIFTY|FLOW_BULLISH_BUILD|OFF|2026-08-06 09:19"",""threshold"":0.005,""value"":0,""since_minute_bucket_ist"":""2026-08-06 09:18"",""last_updated_ist"":""2026-08-06 09:19:00""}"
2026-08-06 00:00:00,2026-08-06 09:19:00,5,NIFTY,OPTION_MOMENTUM_CALL,OFF,MED,0,ATM CALL momentum (ltp up + vol up),"{""dedupe_key"":""NIFTY|OPTION_MOMENTUM_CALL|OFF|2026-08-06 09:19"",""threshold"":1.5,""value"":0,""since_minute_bucket_ist"":""2026-08-06 09:18"",""last_updated_ist"":""2026-08-06 09:19:00""}"
2026-08-06 00:00:00,2026-08-06 09:19:00,5,NIFTY,STEALTH_BUILD_BULL,OFF,MED,0,"Stealth bullish build (puts build, spot flat)","{""dedupe_key"":""NIFTY|STEALTH_BUILD_BULL|OFF|2026-08-06 09:19"",""threshold"":0.008,""value"":0,""since_minute_bucket_ist"":""2026-08-06 09:18"",""last_updated_ist"":""2026-08-06 09:19:00""}"
