date_ist,minute_bucket_ist,run_id,symbol,expiry_requested,expiry_used,asof_utc,nse_status,fetch_ms,warnings,spot,atm_strike,step,call_oi_sum,put_oi_sum,call_coi_sum,put_coi_sum,pcr_coi,net_oi,net_coi,call_wall_strike,put_wall_strike
2026-08-03 00:00:00,2026-08-03 09:15:00,1,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:45:56Z,OK,281,,24528.4,24550,50,1296057,769935,0,0,0,-526122,0,24600,24200
2026-08-03 00:00:00,2026-08-03 09:16:00,2,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:46:56Z,OK,299,,24555.85,24550,50,1329993,854948,33936,85013,2.5050978312116925,-475045,51077,24600,24200
2026-08-03 00:00:00,2026-08-03 09:17:00,3,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:47:53Z,OK,150,,24563.9,24550,50,1302118,897239,6061,127304,21.003794753341033,-404879,121243,24600,24200
2026-08-03 00:00:00,2026-08-03 09:18:00,4,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:48:54Z,OK,191,,24549.4,24550,50,1309622,1003235,13565,233300,17.19867305565794,-306387,219735,24600,24200
2026-08-03 00:00:00,2026-08-03 09:19:00,5,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:49:53Z,OK,57,,24529.5,24550,50,1403940,1137228,107883,367293,3.404549372931787,-266712,259410,24600,24200
2026-08-03 00:00:00,2026-08-03 09:20:00,6,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:50:52Z,OK,58,,24537.05,24550,50,1416478,1148502,120421,378567,3.1436958669999417,-267976,258146,24600,24200
2026-08-03 00:00:00,2026-08-03 09:21:00,7,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:51:56Z,OK,64,,24526.6,24550,50,1468107,1173427,172050,403492,2.3452019761697183,-294680,231442,24600,24200
2026-08-03 00:00:00,2026-08-03 09:22:00,8,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:52:54Z,OK,771,,24522.15,24500,50,1555753,1371145,261753,483816,1.8483685000744978,-184608,222063,24600,24200
2026-08-03 00:00:00,2026-08-03 09:23:00,9,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:53:52Z,OK,117,,24522.15,24500,50,1555753,1371145,261753,483816,1.8483685000744978,-184608,222063,24600,24200
2026-08-03 00:00:00,2026-08-03 09:24:00,10,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:54:58Z,OK,395,,24525,24500,50,1630394,1408520,336394,521191,1.5493468967936408,-221874,184797,24600,24500
2026-08-03 00:00:00,2026-08-03 09:25:00,11,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:55:54Z,OK,39,,24525,24500,50,1630394,1408520,336394,521191,1.5493468967936408,-221874,184797,24600,24500
2026-08-03 00:00:00,2026-08-03 09:26:00,12,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:56:52Z,OK,73,,24530.75,24550,50,1677021,1309487,380964,539552,1.4162808034354952,-367534,158588,24600,24500
2026-08-03 00:00:00,2026-08-03 09:27:00,13,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:57:54Z,OK,598,,24540.95,24550,50,1739784,1317003,443727,547068,1.2328931978446207,-422781,103341,24600,24500
2026-08-03 00:00:00,2026-08-03 09:28:00,14,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:58:53Z,OK,50,,24540.95,24550,50,1739784,1317003,443727,547068,1.2328931978446207,-422781,103341,24600,24500
2026-08-03 00:00:00,2026-08-03 09:29:00,15,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T03:59:51Z,OK,102,,24542,24550,50,1751583,1322481,455526,552546,1.212984549729324,-429102,97020,24600,24500
2026-08-03 00:00:00,2026-08-03 09:30:00,16,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T04:00:53Z,OK,403,,24555.15,24550,50,1742823,1370619,446766,600684,1.344515921086206,-372204,153918,24600,24500
2026-08-03 00:00:00,2026-08-03 09:31:00,17,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T04:01:55Z,OK,367,,24548,24550,50,1721174,1411067,425117,641132,1.5081307028418058,-310107,216015,24600,24500
2026-08-03 00:00:00,2026-08-03 09:32:00,18,NIFTY,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-03T04:02:53Z,OK,246,,24548,24550,50,1721174,1411067,425117,641132,1.5081307028418058,-310107,216015,24600,24500
